system,n_atoms,n_configs,valid_energy_configs,energy_split_excluded,low_energy_configs,middle_energy_configs,high_energy_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C1H1N1O1,4,229,225,False,113,11,101,68,23,22,101,68,23,22,101,13,4,6,24
C1H1N3O1,6,2561,2560,False,1280,128,1152,768,256,256,1152,768,256,256,1152,158,55,47,266
C1H1N3O2,7,5099,5087,False,2544,254,2289,1526,509,509,2289,1526,509,509,2289,302,104,82,536
C1H1N3O3,8,1571,1559,False,780,77,702,468,156,156,702,468,156,156,702,87,24,30,182
C1H1N5O2,9,492,487,False,244,24,219,146,49,49,219,146,49,49,219,29,8,7,45
C1H2N2,5,458,446,False,223,22,201,134,45,44,201,134,45,44,201,21,9,4,44
C1H2N2O1,6,246,167,False,84,8,75,50,17,17,75,50,17,17,75,16,2,1,15
C1H2N2O2,7,35,35,False,18,1,16,11,4,3,16,11,4,3,16,2,2,1,1
C1H2N2O4,9,10,10,False,5,0,5,3,1,1,5,3,1,1,5,0,0,0,0
C1H2N2O5,10,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H2N4,7,2831,2828,False,1414,141,1273,848,283,283,1273,848,283,283,1273,179,59,47,242
C1H2N4O1,8,12268,12237,False,6119,611,5507,3671,1224,1224,5507,3671,1224,1224,5507,650,206,204,1231
C1H2N4O2,9,4478,4451,False,2226,222,2003,1336,445,445,2003,1336,445,445,2003,167,54,60,233
C1H2N4O3,10,1810,1768,False,884,88,796,530,177,177,796,530,177,177,796,102,32,31,116
C1H2O1,4,1206,1203,False,602,60,541,361,121,120,541,361,121,120,541,29,8,10,109
C1H2O2,5,2287,2281,False,1141,113,1027,685,228,228,1027,685,228,228,1027,146,48,58,123
C1H2O3,6,2771,2759,False,1380,137,1242,828,276,276,1242,828,276,276,1242,156,61,44,308
C1H2O4,7,49,49,False,25,2,22,15,5,5,22,15,5,5,22,0,1,1,3
C1H3N1O1,6,4148,4139,False,2070,206,1863,1242,414,414,1863,1242,414,414,1863,105,32,33,398
C1H3N1O2,7,3276,3134,False,1567,157,1410,940,314,313,1410,940,314,313,1410,82,29,22,291
C1H3N1O3,8,140,140,False,70,7,63,42,14,14,63,42,14,14,63,9,6,2,2
C1H3N1O4,9,69,69,False,35,3,31,21,7,7,31,21,7,7,31,8,1,0,7
C1H3N3O1,8,62,62,False,31,3,28,19,6,6,28,19,6,6,28,0,1,4,4
C1H3N3O2,9,17,17,False,9,0,8,5,2,2,8,5,2,2,8,1,0,0,0
C1H3N3O3,10,42,42,False,21,2,19,13,4,4,19,13,4,4,19,0,0,0,1
C1H3N5,9,5453,5441,False,2721,271,2449,1633,544,544,2449,1633,544,544,2449,243,94,78,487
C1H3N5O1,10,4954,4930,False,2465,246,2219,1479,493,493,2219,1479,493,493,2219,165,49,50,257
C1H3N5O2,11,4630,4544,False,2272,227,2045,1363,455,454,2045,1363,455,454,2045,141,49,55,289
C1H3N5O3,12,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H3N7,11,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H4,5,1376,1373,False,687,68,618,412,138,137,618,412,138,137,618,19,5,6,137
C1H4N2,7,5717,5582,False,2791,279,2512,1675,558,558,2512,1675,558,558,2512,138,55,45,454
C1H4N2O1,8,8361,8120,False,4060,406,3654,2436,812,812,3654,2436,812,812,3654,172,60,53,499
C1H4N2O2,9,7786,7631,False,3816,381,3434,2290,763,763,3434,2290,763,763,3434,303,96,93,488
C1H4N2O3,10,1703,1696,False,848,85,763,509,170,169,763,509,170,169,763,74,34,31,116
C1H4N4,9,43,43,False,22,2,19,13,5,4,19,13,5,4,19,1,0,1,4
C1H4N4O1,10,519,515,False,258,25,232,155,52,51,232,155,52,51,232,24,8,7,33
C1H4N4O2,11,670,381,False,191,18,172,115,38,38,172,115,38,38,172,17,9,5,28
C1H4N4O3,12,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,0,0,0
C1H4N4O4,13,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H4N6,11,1808,1805,False,903,90,812,542,181,180,812,542,181,180,812,70,29,24,123
C1H4N6O1,12,4745,4661,False,2331,232,2098,1399,466,466,2098,1399,466,466,2098,196,59,69,247
C1H4N6O2,13,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H4O1,6,1684,1681,False,841,83,757,505,168,168,757,505,168,168,757,40,4,5,150
C1H4O2,7,756,216,False,108,11,97,65,22,21,97,65,22,21,97,4,3,0,10
C1H4O3,8,416,244,False,122,12,110,73,25,24,110,73,25,24,110,17,5,3,9
C1H4O4,9,83,83,False,42,4,37,25,9,8,37,25,9,8,37,4,0,0,6
C1H4O5,10,45,45,False,23,2,20,14,5,4,20,14,5,4,20,4,1,2,6
C1H5N1,7,2127,2124,False,1062,106,956,637,213,212,956,637,213,212,956,57,18,17,202
C1H5N1O1,8,1289,450,False,225,22,203,135,45,45,203,135,45,45,203,19,3,6,37
C1H5N1O2,9,744,361,False,181,17,163,109,36,36,163,109,36,36,163,15,6,8,11
C1H5N1O3,10,106,105,False,53,5,47,32,11,10,47,32,11,10,47,5,2,1,10
C1H5N1O4,11,58,58,False,29,3,26,17,6,6,26,17,6,6,26,3,1,2,3
C1H5N3,9,5554,5509,False,2755,275,2479,1653,551,551,2479,1653,551,551,2479,72,16,17,388
C1H5N3O1,10,10568,10544,False,5272,527,4745,3163,1055,1054,4745,3163,1055,1054,4745,293,99,117,554
C1H5N3O2,11,2538,2530,False,1265,126,1139,759,253,253,1139,759,253,253,1139,98,38,33,182
C1H5N3O3,12,433,427,False,214,21,192,128,43,43,192,128,43,43,192,15,6,9,28
C1H5N3O5,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H5N5O1,12,42,42,False,21,2,19,13,4,4,19,13,4,4,19,0,1,0,3
C1H5N5O2,13,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H5N5O3,14,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H5N7,13,1186,1164,False,582,58,524,349,117,116,524,349,117,116,524,32,16,18,62
C1H5N7O1,14,15,14,False,7,1,6,4,2,1,6,4,2,1,6,0,1,0,2
C1H6N2,9,600,240,False,120,12,108,72,24,24,108,72,24,24,108,9,3,5,22
C1H6N2O1,10,755,401,False,201,19,181,121,40,40,181,121,40,40,181,17,10,6,40
C1H6N2O2,11,154,154,False,77,8,69,46,16,15,69,46,16,15,69,11,1,0,13
C1H6N2O3,12,64,63,False,32,3,28,19,7,6,28,19,7,6,28,5,0,3,4
C1H6N2O4,13,34,33,False,17,1,15,10,4,3,15,10,4,3,15,1,0,0,2
C1H6N2O5,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H6N4,11,5295,5284,False,2642,264,2378,1585,529,528,2378,1585,529,528,2378,198,56,50,410
C1H6N4O1,12,1603,1591,False,796,79,716,478,159,159,716,478,159,159,716,66,18,19,89
C1H6N4O2,13,854,843,False,422,42,379,253,85,84,379,253,85,84,379,26,10,9,48
C1H6N4O3,14,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H6N4O4,15,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H6N6O1,14,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H6O1,8,554,56,False,28,3,25,17,6,5,25,17,6,5,25,0,0,1,4
C1H6O2,9,744,101,False,51,4,46,31,10,10,46,31,10,10,46,2,2,0,4
C1H6O3,10,299,113,False,57,5,51,34,12,11,51,34,12,11,51,5,0,3,8
C1H6O4,11,22,22,False,11,1,10,7,2,2,10,7,2,2,10,0,0,0,0
C1H7N1,9,806,53,False,27,2,24,16,6,5,24,16,6,5,24,3,0,0,5
C1H7N1O1,10,1294,154,False,77,8,69,46,16,15,69,46,16,15,69,7,1,1,11
C1H7N1O2,11,477,142,False,71,7,64,43,14,14,64,43,14,14,64,4,0,0,11
C1H7N1O3,12,22,22,False,11,1,10,7,2,2,10,7,2,2,10,1,0,0,1
C1H7N3,11,288,186,False,93,9,84,56,19,18,84,56,19,18,84,13,5,1,18
C1H7N3O1,12,80,80,False,40,4,36,24,8,8,36,24,8,8,36,5,0,1,1
C1H7N3O2,13,32,32,False,16,2,14,10,3,3,14,10,3,3,14,0,0,0,1
C1H7N3O3,14,27,27,False,14,1,12,8,3,3,12,8,3,3,12,0,1,0,3
C1H7N5,13,868,862,False,431,43,388,259,86,86,388,259,86,86,388,28,11,6,64
C1H7N5O1,14,532,526,False,263,26,237,158,53,52,237,158,53,52,237,17,3,0,30
C1H7N5O2,15,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H8N2,11,562,115,False,58,5,52,35,12,11,52,35,12,11,52,3,2,0,10
C1H8N2O1,12,353,96,False,48,5,43,29,10,9,43,29,10,9,43,3,1,3,10
C1H8N4,13,25,25,False,13,1,11,8,3,2,11,8,3,2,11,0,0,0,3
C1H8N4O1,14,16,16,False,8,1,7,5,2,1,7,5,2,1,7,0,0,0,1
C1H8N4O2,15,45,45,False,23,2,20,14,5,4,20,14,5,4,20,0,0,2,1
C1H8N4O3,16,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H8N4O4,17,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H8N6,15,364,361,False,181,17,163,109,36,36,163,109,36,36,163,12,7,5,19
C1H8N6O1,16,3,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H9N3,13,95,25,False,13,1,11,8,3,2,11,8,3,2,11,1,2,0,2
C1H9N5O1,16,33,32,False,16,2,14,10,3,3,14,10,3,3,14,0,1,0,0
C1H9N5O2,17,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1N2O3,6,592,591,False,296,29,266,178,59,59,266,178,59,59,266,35,14,13,57
C1N4O3,8,676,671,False,336,33,302,202,67,67,302,202,67,67,302,32,10,7,49
C1O1,2,457,455,False,228,22,205,137,46,45,205,137,46,45,205,35,9,8,39
C1O2,3,531,531,False,266,26,239,160,53,53,239,160,53,53,239,46,15,15,49
C20H21N3O3,47,995,955,False,478,47,430,287,96,95,430,287,96,95,430,0,0,0,0
C20H21N3O4,48,919,879,False,440,43,396,264,88,88,396,264,88,88,396,0,0,0,0
C20H23N3,46,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H28N2O1,51,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H28N4O2,54,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20H38O4,62,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H27N1O1,50,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H27N5O2,55,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C21H35N5O2,63,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22H22N4O3,51,549,529,False,265,26,238,159,53,53,238,159,53,53,238,0,0,0,0
C22H26N2O2,52,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22H27N1O2,52,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22H27N5O1,55,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22H29N3O1,55,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C24H25N5O1,55,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H10N2,14,99,56,False,28,3,25,17,6,5,25,17,6,5,25,2,0,0,2
C2H10N2O1,15,26,26,False,13,1,12,8,3,2,12,8,3,2,12,1,0,1,1
C2H10N4,16,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H10N4O1,17,71,70,False,35,3,32,21,7,7,32,21,7,7,32,3,1,1,4
C2H10N4O2,18,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H10N4O3,19,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H10N6,18,505,485,False,243,24,218,146,49,48,218,146,49,48,218,29,6,9,27
C2H10N6O1,19,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H10N6O3,21,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H11N3,16,11,11,False,6,0,5,4,1,1,5,4,1,1,5,1,0,0,2
C2H11N5,18,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H11N5O1,19,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H1N1O1,5,1357,1357,False,679,67,611,407,136,136,611,407,136,136,611,49,19,24,91
C2H1N1O2,6,1984,1983,False,992,99,892,595,199,198,892,595,199,198,892,100,33,39,181
C2H1N1O3,7,588,588,False,294,29,265,176,59,59,265,176,59,59,265,32,14,10,46
C2H1N1O4,8,1120,1116,False,558,56,502,335,112,111,502,335,112,111,502,34,13,9,106
C2H1N1O5,9,501,490,False,245,24,221,147,49,49,221,147,49,49,221,8,5,10,35
C2H1N3,6,216,213,False,107,10,96,64,22,21,96,64,22,21,96,14,3,6,21
C2H1N3O2,8,3373,3365,False,1683,168,1514,1010,337,336,1514,1010,337,336,1514,185,74,59,346
C2H1N3O3,9,6242,6162,False,3081,308,2773,1849,616,616,2773,1849,616,616,2773,356,111,130,443
C2H1N3O4,10,104,89,False,45,4,40,27,9,9,40,27,9,9,40,6,3,2,11
C2H1N5,8,686,681,False,341,33,307,205,68,68,307,205,68,68,307,21,9,12,48
C2H1N5O1,9,5490,5331,False,2666,266,2399,1600,533,533,2399,1600,533,533,2399,262,91,91,586
C2H1N5O2,10,242,214,False,107,11,96,64,22,21,96,64,22,21,96,14,6,7,20
C2H1N5O5,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H2,4,1706,1703,False,852,85,766,511,171,170,766,511,171,170,766,135,45,34,185
C2H2N2,6,211,150,False,75,7,68,45,15,15,68,45,15,15,68,11,3,1,18
C2H2N2O1,7,7866,7861,False,3931,392,3538,2359,786,786,3538,2359,786,786,3538,358,99,118,678
C2H2N2O2,8,9575,9547,False,4774,477,4296,2864,955,955,4296,2864,955,955,4296,383,140,122,674
C2H2N2O3,9,7368,7327,False,3664,366,3297,2198,733,733,3297,2198,733,733,3297,283,88,72,434
C2H2N2O4,10,5500,5426,False,2713,271,2442,1628,543,542,2442,1628,543,542,2442,192,53,54,311
C2H2N2O5,11,39,34,False,17,2,15,10,4,3,15,10,4,3,15,1,2,1,2
C2H2N4,8,2161,2155,False,1078,107,970,647,216,215,970,647,216,215,970,133,43,40,213
C2H2N4O1,9,6470,6445,False,3223,322,2900,1934,645,644,2900,1934,645,644,2900,309,106,104,490
C2H2N4O2,10,20035,19682,False,9841,984,8857,5905,1968,1968,8857,5905,1968,1968,8857,687,206,230,1133
C2H2N4O3,11,396,338,False,169,17,152,101,34,34,152,101,34,34,152,25,10,5,21
C2H2N6,10,5593,5506,False,2753,275,2478,1652,551,550,2478,1652,551,550,2478,188,54,64,286
C2H2N6O1,11,292,249,False,125,12,112,75,25,25,112,75,25,25,112,12,6,6,22
C2H2N6O3,13,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H2N6O4,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H2O2,6,1991,1985,False,993,99,893,596,199,198,893,596,199,198,893,62,30,16,164
C2H2O3,7,1385,1238,False,619,62,557,371,124,124,557,371,124,124,557,20,8,5,100
C2H2O4,8,1205,1202,False,601,60,541,361,120,120,541,361,120,120,541,66,15,25,120
C2H3N1,6,1133,1132,False,566,57,509,340,113,113,509,340,113,113,509,24,13,9,57
C2H3N1O1,7,1774,1646,False,823,82,741,494,165,164,741,494,165,164,741,59,23,12,138
C2H3N1O2,8,7819,7811,False,3906,390,3515,2344,781,781,3515,2344,781,781,3515,257,90,73,719
C2H3N1O3,9,8528,8498,False,4249,425,3824,2549,850,850,3824,2549,850,850,3824,352,117,128,707
C2H3N1O4,10,648,635,False,318,31,286,191,64,63,286,191,64,63,286,31,13,9,40
C2H3N3,8,4529,4525,False,2263,226,2036,1358,453,452,2036,1358,453,452,2036,123,37,51,248
C2H3N3O1,9,14783,14724,False,7362,736,6626,4417,1473,1472,6626,4417,1473,1472,6626,617,210,202,1315
C2H3N3O2,10,18663,18555,False,9278,927,8350,5567,1856,1855,8350,5567,1856,1855,8350,542,177,161,959
C2H3N3O3,11,17418,17085,False,8543,854,7688,5126,1709,1708,7688,5126,1709,1708,7688,557,206,205,948
C2H3N3O4,12,316,273,False,137,13,123,82,28,27,123,82,28,27,123,13,3,5,12
C2H3N3O5,13,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H3N5,10,3627,3609,False,1805,180,1624,1083,361,361,1624,1083,361,361,1624,157,54,62,274
C2H3N5O1,11,23881,23536,False,11768,1177,10591,7061,2354,2353,10591,7061,2354,2353,10591,767,241,249,1327
C2H3N5O2,12,1018,863,False,432,43,388,259,87,86,388,259,87,86,388,48,12,20,62
C2H3N7,12,65,56,False,28,3,25,17,6,5,25,17,6,5,25,1,2,1,9
C2H3N7O1,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H3N7O2,14,6,6,False,3,0,3,2,1,0,3,2,1,0,3,0,1,0,1
C2H3N7O3,15,7,7,False,4,0,3,2,1,1,3,2,1,1,3,1,0,0,1
C2H4,6,1957,1954,False,977,98,879,586,196,195,879,586,196,195,879,9,1,1,80
C2H4N2,8,3620,3470,False,1735,173,1562,1041,347,347,1562,1041,347,347,1562,266,95,88,364
C2H4N2O1,9,6679,6664,False,3332,333,2999,1999,667,666,2999,1999,667,666,2999,121,29,38,518
C2H4N2O2,10,18912,18712,False,9356,936,8420,5614,1871,1871,8420,5614,1871,1871,8420,593,197,174,1112
C2H4N2O3,11,6013,5953,False,2977,297,2679,1786,596,595,2679,1786,596,595,2679,188,69,52,334
C2H4N2O4,12,2896,2816,False,1408,141,1267,845,282,281,1267,845,282,281,1267,131,46,40,160
C2H4N2O5,13,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H4N4,10,7956,7788,False,3894,389,3505,2336,779,779,3505,2336,779,779,3505,308,114,105,504
C2H4N4O1,11,19114,18843,False,9422,942,8479,5653,1885,1884,8479,5653,1885,1884,8479,472,180,154,969
C2H4N4O2,12,25513,25026,False,12513,1251,11262,7508,2503,2502,11262,7508,2503,2502,11262,801,262,281,1380
C2H4N4O3,13,348,303,False,152,15,136,91,31,30,136,91,31,30,136,15,0,2,21
C2H4N4O4,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H4N6,12,11378,11160,False,5580,558,5022,3348,1116,1116,5022,3348,1116,1116,5022,381,131,144,672
C2H4N6O1,13,1141,988,False,494,49,445,296,99,99,445,296,99,99,445,56,14,16,60
C2H4N8O1,15,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H4N8O2,16,19,19,False,10,0,9,6,2,2,9,6,2,2,9,0,0,0,1
C2H4O1,7,5839,5381,False,2691,268,2422,1615,538,538,2422,1615,538,538,2422,151,45,57,531
C2H4O2,8,4980,4610,False,2305,230,2075,1383,461,461,2075,1383,461,461,2075,171,56,60,262
C2H4O3,9,3132,2661,False,1331,132,1198,799,266,266,1198,799,266,266,1198,120,52,48,229
C2H4O4,10,187,185,False,93,9,83,56,19,18,83,56,19,18,83,15,6,1,27
C2H4O5,11,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,1
C2H5N1,8,2903,2498,False,1249,125,1124,749,250,250,1124,749,250,250,1124,56,21,23,203
C2H5N1O1,9,6593,6162,False,3081,308,2773,1849,616,616,2773,1849,616,616,2773,102,30,31,391
C2H5N1O2,10,14294,13669,False,6835,683,6151,4101,1367,1367,6151,4101,1367,1367,6151,287,101,105,714
C2H5N1O3,11,2044,1742,False,871,87,784,523,174,174,784,523,174,174,784,76,24,21,115
C2H5N1O4,12,66,64,False,32,3,29,19,7,6,29,19,7,6,29,2,0,1,1
C2H5N1O5,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N1O6,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N3,10,4972,4966,False,2483,248,2235,1490,497,496,2235,1490,497,496,2235,133,48,54,318
C2H5N3O1,11,14300,14238,False,7119,712,6407,4271,1424,1424,6407,4271,1424,1424,6407,477,154,167,839
C2H5N3O2,12,9413,9319,False,4660,465,4194,2796,932,932,4194,2796,932,932,4194,245,81,101,481
C2H5N3O3,13,8185,8033,False,4017,401,3615,2410,804,803,3615,2410,804,803,3615,254,98,86,446
C2H5N3O4,14,33,31,False,16,1,14,10,3,3,14,10,3,3,14,2,1,1,1
C2H5N3O5,15,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N5,12,7397,7218,False,3609,361,3248,2165,722,722,3248,2165,722,722,3248,152,60,49,375
C2H5N5O1,13,18896,18492,False,9246,925,8321,5548,1849,1849,8321,5548,1849,1849,8321,511,202,212,988
C2H5N5O2,14,521,467,False,234,23,210,140,47,47,210,140,47,47,210,26,14,11,32
C2H5N5O3,15,487,470,False,235,23,212,141,47,47,212,141,47,47,212,14,6,6,23
C2H5N5O4,16,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N5O5,17,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N7,14,366,314,False,157,16,141,94,32,31,141,94,32,31,141,12,8,6,12
C2H5N9,16,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H5N9O1,17,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C2H6,8,1836,1692,False,846,85,761,508,169,169,761,508,169,169,761,42,12,16,171
C2H6N10,18,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N2,10,7243,6894,False,3447,345,3102,2068,690,689,3102,2068,690,689,3102,71,26,19,227
C2H6N2O1,11,24612,24428,False,12214,1221,10993,7328,2443,2443,10993,7328,2443,2443,10993,383,121,119,1262
C2H6N2O2,12,6185,5859,False,2930,292,2637,1758,586,586,2637,1758,586,586,2637,210,47,62,363
C2H6N2O3,13,1273,1252,False,626,63,563,376,125,125,563,376,125,125,563,40,13,12,72
C2H6N2O4,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N2O5,15,5,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N2O6,16,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N4,12,7072,7032,False,3516,352,3164,2110,703,703,3164,2110,703,703,3164,224,76,88,419
C2H6N4O1,13,7908,7835,False,3918,391,3526,2351,784,783,3526,2351,784,783,3526,229,92,88,378
C2H6N4O2,14,13995,13663,False,6832,683,6148,4099,1367,1366,6148,4099,1367,1366,6148,417,148,153,761
C2H6N4O3,15,206,177,False,89,8,80,53,18,18,80,53,18,18,80,12,3,6,14
C2H6N4O4,16,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N6,14,6373,6222,False,3111,311,2800,1867,622,622,2800,1867,622,622,2800,198,64,66,361
C2H6N6O1,15,417,369,False,185,18,166,111,37,37,166,111,37,37,166,23,5,5,20
C2H6N6O2,16,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6N6O3,17,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C2H6N6O4,18,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H6O1,9,3031,2575,False,1288,128,1159,773,258,257,1159,773,258,257,1159,28,5,3,105
C2H6O2,10,3961,1973,False,987,98,888,592,198,197,888,592,198,197,888,25,4,3,91
C2H6O3,11,117,117,False,59,5,53,35,12,12,53,35,12,12,53,4,2,0,2
C2H6O4,12,74,74,False,37,4,33,22,8,7,33,22,8,7,33,3,0,2,4
C2H7N1,10,3604,2914,False,1457,146,1311,874,292,291,1311,874,292,291,1311,9,5,3,102
C2H7N1O1,11,2207,1755,False,878,87,790,527,176,175,790,527,176,175,790,5,1,2,79
C2H7N1O2,12,184,184,False,92,9,83,55,19,18,83,55,19,18,83,13,1,0,12
C2H7N1O3,13,142,142,False,71,7,64,43,14,14,64,43,14,14,64,7,4,2,17
C2H7N1O4,14,15,15,False,8,0,7,5,2,1,7,5,2,1,7,1,0,0,0
C2H7N1O5,15,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N3,12,12022,12005,False,6003,600,5402,3602,1201,1200,5402,3602,1201,1200,5402,106,43,32,567
C2H7N3O1,13,9491,9443,False,4722,472,4249,2833,945,944,4249,2833,945,944,4249,269,95,90,565
C2H7N3O2,14,3384,3208,False,1604,160,1444,962,321,321,1444,962,321,321,1444,111,39,35,200
C2H7N3O3,15,469,448,False,224,22,202,134,45,45,202,134,45,45,202,14,4,5,28
C2H7N3O4,16,9,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N3O5,17,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N5,14,3602,3546,False,1773,177,1596,1064,355,354,1596,1064,355,354,1596,115,41,45,191
C2H7N5O1,15,9763,9512,False,4756,476,4280,2854,951,951,4280,2854,951,951,4280,314,109,93,495
C2H7N5O2,16,298,261,False,131,12,118,79,26,26,118,79,26,26,118,16,4,6,13
C2H7N5O3,17,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N5O4,18,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N7,16,195,170,False,85,8,77,51,17,17,77,51,17,17,77,8,7,2,8
C2H7N7O1,17,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H7N7O2,18,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C2H7N7O3,19,8,8,False,4,0,4,2,1,1,4,2,1,1,4,0,0,1,0
C2H8,10,238,40,False,20,2,18,12,4,4,18,12,4,4,18,0,0,1,1
C2H8N2,12,1882,1363,False,682,68,613,409,137,136,613,409,137,136,613,6,5,3,65
C2H8N2O1,13,287,143,False,72,7,64,43,15,14,64,43,15,14,64,7,1,3,14
C2H8N2O2,14,198,197,False,99,9,89,59,20,20,89,59,20,20,89,5,2,1,11
C2H8N2O3,15,99,95,False,48,4,43,29,10,9,43,29,10,9,43,3,3,2,4
C2H8N2O4,16,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H8N4,14,4081,4053,False,2027,202,1824,1216,406,405,1824,1216,406,405,1824,94,36,37,203
C2H8N4O1,15,1921,1893,False,947,94,852,568,190,189,852,568,190,189,852,53,21,22,109
C2H8N4O2,16,2272,2209,False,1105,110,994,663,221,221,994,663,221,221,994,94,33,36,132
C2H8N4O3,17,6,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C2H8N4O4,18,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H8N4O5,19,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H8N6,16,4974,4833,False,2417,241,2175,1450,484,483,2175,1450,484,483,2175,188,53,53,254
C2H8N6O1,17,265,221,False,111,10,100,67,22,22,100,67,22,22,100,8,5,1,12
