system,system_domain,n_atoms,n_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C11H21N3O5,seen,40,980,588,196,196,0,564,191,185,0,23,6,7,0
C11H21N5O3,seen,40,1077,646,216,215,0,619,213,205,0,34,14,9,0
C11H21N5O5,seen,42,1085,651,217,217,0,628,210,207,0,0,0,0,0
C11H22,test_ood,33,7,0,0,0,7,0,0,0,7,0,0,0,0
C11H22N2,test_ood,35,58,0,0,0,58,0,0,0,58,0,0,0,1
C11H22N2O1,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H22N2O3,seen,38,1214,728,243,243,0,681,225,228,0,13,4,2,0
C11H22N4O1,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H22N4O4,test_ood,41,937,0,0,0,937,0,0,0,897,0,0,0,18
C11H22N6O4,seen,43,1061,637,212,212,0,611,207,203,0,0,0,0,0
C11H22O1,test_ood,34,129,0,0,0,129,0,0,0,129,0,0,0,3
C11H22O2,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H22O3,seen,36,223,134,45,44,0,132,44,44,0,4,1,1,0
C11H22O4,test_ood,37,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H23N1,test_ood,35,118,0,0,0,118,0,0,0,118,0,0,0,1
C11H23N1O1,test_ood,36,73,0,0,0,73,0,0,0,71,0,0,0,0
C11H23N3O3,seen,40,886,532,177,177,0,508,170,168,0,15,5,5,0
C11H23N5O3,test_ood,42,993,0,0,0,993,0,0,0,947,0,0,0,33
C11H24,test_ood,35,4,0,0,0,4,0,0,0,4,0,0,0,0
C11H24N2,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H24N2O3,test_ood,40,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H24N4,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H24N4O1,test_ood,40,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H24O1,seen,36,8,5,2,1,0,5,2,1,0,0,0,0,0
C11H24O3,seen,38,427,256,86,85,0,249,85,85,0,15,7,1,0
C11H24O4,seen,39,135,81,27,27,0,77,27,27,0,11,2,2,0
C11H25N1,test_ood,37,11,0,0,0,11,0,0,0,11,0,0,0,0
C11H25N1O2,seen,39,113,68,23,22,0,68,23,22,0,2,0,0,0
C11H25N3O1,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H26N4O1,seen,42,88,53,18,17,0,17,8,8,0,3,1,0,0
C11H27N1,seen,39,1,1,0,0,0,1,0,0,0,0,0,0,0
C11H3N1,test_ood,15,2,0,0,0,2,0,0,0,2,0,0,0,0
C11H4O1,seen,16,1,1,0,0,0,1,0,0,0,0,0,0,0
C11H5N1,test_ood,17,4,0,0,0,4,0,0,0,4,0,0,0,0
C11H6,test_ood,17,1,0,0,0,1,0,0,0,1,0,0,0,0
C11H6N2,seen,19,144,86,29,29,0,86,29,28,0,14,9,2,0
C11H6O1,test_ood,18,5,0,0,0,5,0,0,0,5,0,0,0,0
C11H6O2,test_ood,19,132,0,0,0,132,0,0,0,132,0,0,0,10
C11H7N1,test_ood,19,15,0,0,0,15,0,0,0,15,0,0,0,0
C11H7N1O1,seen,20,338,203,68,67,0,201,67,65,0,20,4,13,0
C11H8,seen,19,4,2,1,1,0,2,1,1,0,0,0,0,0
C11H8N2,seen,21,547,328,110,109,0,327,110,107,0,12,5,8,0
C11H8N2O2,test_ood,23,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H8N4,seen,23,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H8O1,test_ood,20,236,0,0,0,236,0,0,0,236,0,0,0,24
C11H8O2,seen,21,888,533,178,177,0,532,178,176,0,7,5,5,0
C11H8O3,seen,22,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H9N1,seen,21,328,197,66,65,0,196,66,65,0,0,0,0,0
C11H9N1O1,test_ood,22,866,0,0,0,866,0,0,0,714,0,0,0,19
C11H9N1O2,test_ood,23,114,0,0,0,114,0,0,0,114,0,0,0,2
C11H9N1O3,seen,24,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H9N3,test_ood,23,152,0,0,0,152,0,0,0,152,0,0,0,0
C11H9N3O1,test_ood,24,119,0,0,0,119,0,0,0,119,0,0,0,5
C12H10,test_ood,22,1431,0,0,0,1431,0,0,0,135,0,0,0,122
C12H10N2,seen,24,1425,855,285,285,0,747,258,256,0,42,15,22,0
C12H10N2O1,seen,25,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H10O1,test_ood,23,198,0,0,0,198,0,0,0,194,0,0,0,2
C12H10O2,test_ood,24,968,0,0,0,968,0,0,0,823,0,0,0,30
C12H10O3,seen,25,133,80,27,26,0,77,26,26,0,0,0,0,0
C12H11N1,seen,24,341,205,68,68,0,205,68,67,0,2,1,2,0
C12H11N1O1,seen,25,1649,989,330,330,0,981,329,324,0,14,6,6,0
C12H11N1O2,test_ood,26,332,0,0,0,332,0,0,0,330,0,0,0,5
C12H11N1O3,seen,27,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H11N3,seen,26,90,54,18,18,0,53,18,18,0,1,0,2,0
C12H12,test_ood,24,1515,0,0,0,1515,0,0,0,1185,0,0,0,38
C12H12N2,test_ood,26,599,0,0,0,599,0,0,0,589,0,0,0,10
C12H12N2O1,seen,27,357,214,72,71,0,208,71,66,0,5,2,1,0
C12H12N2O2,test_ood,28,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H12N4,test_ood,28,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H12O1,test_ood,25,669,0,0,0,669,0,0,0,661,0,0,0,2
C12H12O2,seen,26,235,141,47,47,0,140,47,46,0,3,2,0,0
C12H13N1,test_ood,26,986,0,0,0,986,0,0,0,976,0,0,0,6
C12H13N1O1,test_ood,27,1321,0,0,0,1321,0,0,0,1305,0,0,0,21
C12H13N1O2,test_ood,28,128,0,0,0,128,0,0,0,121,0,0,0,0
C12H13N1O3,test_ood,29,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H13N3,seen,28,74,44,15,15,0,41,15,12,0,0,0,0,0
C12H13N3O1,seen,29,94,56,19,19,0,54,16,18,0,3,0,1,0
C12H13N3O2,test_ood,30,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H14,seen,26,129,77,26,26,0,77,24,25,0,0,0,1,0
C12H14N12O1,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14N2,seen,28,1177,706,236,235,0,700,236,232,0,9,6,4,0
C12H14N2O1,seen,29,471,283,94,94,0,277,94,89,0,5,4,2,0
C12H14N2O2,seen,30,4,2,1,1,0,0,0,0,0,0,0,0,0
C12H14N2O8,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14N4,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14N4O5,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H14N8O1,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14O1,test_ood,27,126,0,0,0,126,0,0,0,126,0,0,0,0
C12H14O2,seen,28,481,289,96,96,0,283,95,95,0,18,3,3,0
C12H14O3,seen,29,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H15N1,test_ood,28,2732,0,0,0,2732,0,0,0,2694,0,0,0,27
C12H15N1O1,test_ood,29,746,0,0,0,746,0,0,0,727,0,0,0,26
C12H15N1O2,test_ood,30,115,0,0,0,115,0,0,0,109,0,0,0,1
C12H15N1O3,test_ood,31,3,0,0,0,3,0,0,0,0,0,0,0,0
C12H15N3,test_ood,30,366,0,0,0,366,0,0,0,361,0,0,0,16
C12H15N3O1,test_ood,31,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H16,test_ood,28,34,0,0,0,34,0,0,0,34,0,0,0,0
C12H16N2,seen,30,932,559,187,186,0,544,185,183,0,9,5,2,0
C12H16N2O1,seen,31,282,169,57,56,0,161,57,56,0,0,0,0,0
C12H16N2O2,seen,32,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H16N2O3,seen,33,755,453,151,151,0,426,145,142,0,4,4,2,0
C12H16N2O4,test_ood,34,1474,0,0,0,1474,0,0,0,1394,0,0,0,30
C12H16N2O5,test_ood,35,889,0,0,0,889,0,0,0,849,0,0,0,17
C12H16N4,seen,32,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H16N4O1,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H16N6O3,test_ood,37,573,0,0,0,573,0,0,0,553,0,0,0,0
C12H16O1,test_ood,29,61,0,0,0,61,0,0,0,61,0,0,0,2
C12H16O2,seen,30,566,340,113,113,0,334,111,112,0,7,0,5,0
C12H16O3,seen,31,96,58,19,19,0,57,18,18,0,0,0,0,0
C12H16O4,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H17N1,test_ood,30,893,0,0,0,893,0,0,0,889,0,0,0,11
C12H17N1O1,test_ood,31,882,0,0,0,882,0,0,0,857,0,0,0,15
C12H17N1O2,seen,32,814,488,163,163,0,487,162,160,0,8,4,5,0
C12H17N1O3,test_ood,33,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H17N3,seen,32,301,181,60,60,0,177,56,59,0,6,0,1,0
C12H17N3O1,seen,33,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H17N5,seen,34,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H17N5O4,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H18,seen,30,312,187,63,62,0,184,62,60,0,12,5,1,0
C12H18N2,seen,32,833,500,167,166,0,490,166,163,0,5,2,2,0
C12H18N2O1,seen,33,125,75,25,25,0,69,23,22,0,1,3,1,0
C12H18N2O2,seen,34,128,77,26,25,0,76,26,23,0,1,0,0,0
C12H18N2O4,test_ood,36,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H18N4,test_ood,34,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H18N4O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H18N8O2,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H18O1,test_ood,31,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H18O2,test_ood,32,442,0,0,0,442,0,0,0,440,0,0,0,7
C12H18O3,seen,33,143,86,29,28,0,85,28,28,0,4,1,2,0
C12H19N1O1,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H19N1O2,test_ood,34,212,0,0,0,212,0,0,0,205,0,0,0,0
C12H19N1O3,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H19N3,test_ood,34,3,0,0,0,3,0,0,0,0,0,0,0,0
C12H19N3O1,test_ood,35,132,0,0,0,132,0,0,0,129,0,0,0,1
C12H19N3O7,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H20,test_ood,32,31,0,0,0,31,0,0,0,31,0,0,0,0
C12H20N2,seen,34,771,463,154,154,0,438,149,144,0,23,5,5,0
C12H20N2O1,seen,35,112,67,23,22,0,63,23,22,0,2,0,2,0
C12H20N2O2,test_ood,36,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H20N4,seen,36,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H20N4O3,test_ood,39,1539,0,0,0,1539,0,0,0,1459,0,0,0,29
C12H20N4O6,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H20N6O1,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H20O1,seen,33,77,46,16,15,0,46,16,15,0,0,0,0,0
C12H21N1,seen,34,126,76,25,25,0,75,23,24,0,2,0,2,0
C12H21N1O2,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H21N3,test_ood,36,73,0,0,0,73,0,0,0,70,0,0,0,7
C12H21N3O1,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H21N3O2,seen,38,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H21N5O3,seen,41,937,562,188,187,0,536,178,183,0,16,9,5,0
C12H21N7O3,test_ood,43,1167,0,0,0,1167,0,0,0,1127,0,0,0,0
C12H22,seen,34,102,61,21,20,0,59,19,20,0,3,0,1,0
C12H22N2,test_ood,36,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H22N2O1,seen,37,91,55,18,18,0,54,17,17,0,0,0,0,0
C12H22N4O1,test_ood,39,95,0,0,0,95,0,0,0,93,0,0,0,2
C12H22O1,test_ood,35,430,0,0,0,430,0,0,0,426,0,0,0,12
C12H22O2,test_ood,36,90,0,0,0,90,0,0,0,85,0,0,0,0
C12H22O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H22O4,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N1O1,test_ood,37,78,0,0,0,78,0,0,0,78,0,0,0,9
C12H23N1O4,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N3,seen,38,84,50,17,17,0,48,17,17,0,1,0,1,0
C12H23N5O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N7O3,test_ood,45,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H24,test_ood,36,98,0,0,0,98,0,0,0,98,0,0,0,5
C12H24N2,test_ood,38,187,0,0,0,187,0,0,0,174,0,0,0,12
C12H24N2O1,test_ood,39,201,0,0,0,201,0,0,0,195,0,0,0,5
C12H24N2O2,test_ood,40,77,0,0,0,77,0,0,0,74,0,0,0,1
C12H24N2O3,seen,41,1323,794,265,264,0,743,254,246,0,56,20,21,0
C12H24N4,seen,40,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H24O1,seen,37,108,65,22,21,0,64,22,21,0,5,0,1,0
C12H24O3,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H24O4,seen,40,409,245,82,82,0,243,82,82,0,13,4,4,0
C12H24O6,test_ood,42,130,0,0,0,130,0,0,0,130,0,0,0,9
C12H25N1,seen,38,75,45,15,15,0,45,15,15,0,2,0,1,0
C12H25N1O1,seen,39,107,64,22,21,0,62,22,21,0,2,1,1,0
C12H25N1O2,test_ood,40,101,0,0,0,101,0,0,0,101,0,0,0,7
C12H25N1O5,seen,43,121,73,24,24,0,73,24,24,0,3,1,0,0
C12H25N3O1,seen,41,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H25N3O3,seen,43,1139,683,228,228,0,632,213,214,0,10,8,4,0
C12H25N5O3,test_ood,45,1679,0,0,0,1679,0,0,0,1599,0,0,0,81
C12H26,seen,38,1,1,0,0,0,1,0,0,0,0,0,0,0
C12H26N2O1,seen,41,88,53,18,17,0,53,16,17,0,3,1,0,0
C12H26N2O2,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N2O3,test_ood,43,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H26N4,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N4O1,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N4O3,test_ood,45,362,0,0,0,362,0,0,0,342,0,0,0,40
C12H26N6O3,test_ood,47,1045,0,0,0,1045,0,0,0,1005,0,0,0,0
C12H26N8O3,seen,49,540,324,108,108,0,313,103,104,0,0,0,0,0
C12H26O3,test_ood,41,281,0,0,0,281,0,0,0,276,0,0,0,19
C12H26O7,seen,45,134,80,27,27,0,76,27,26,0,4,2,2,0
C12H27N1O8,seen,48,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H27N3,test_ood,42,57,0,0,0,57,0,0,0,56,0,0,0,0
C12H27N3O1,seen,43,4,2,1,1,0,0,0,0,0,0,0,0,0
C12H27N3O2,seen,44,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H27N3O3,test_ood,45,110,0,0,0,110,0,0,0,109,0,0,0,3
C12H27N5,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H28N4,seen,44,111,67,22,22,0,21,6,10,0,1,1,1,0
C12H28N4O1,test_ood,45,105,0,0,0,105,0,0,0,105,0,0,0,0
C12H28O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H29N1O4,seen,46,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H29N5O1,test_ood,47,124,0,0,0,124,0,0,0,121,0,0,0,9
C12H30N6O2,seen,50,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H31N5O2,test_ood,50,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H6,test_ood,18,3,0,0,0,3,0,0,0,3,0,0,0,0
C12H8,seen,20,254,152,51,51,0,148,50,51,0,10,4,6,0
C12H8N2,seen,22,112,67,23,22,0,67,23,22,0,2,0,0,0
C12H8N2O1,seen,23,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H8O1,test_ood,21,410,0,0,0,410,0,0,0,409,0,0,0,11
C12H8O2,seen,22,117,70,24,23,0,70,24,23,0,0,0,0,0
C12H9N1,seen,22,113,68,23,22,0,66,22,22,0,0,1,2,0
C12H9N1O1,test_ood,23,1065,0,0,0,1065,0,0,0,1055,0,0,0,31
C12H9N1O2,test_ood,24,140,0,0,0,140,0,0,0,139,0,0,0,6
C12H9N3,test_ood,24,398,0,0,0,398,0,0,0,391,0,0,0,7
C13H10,seen,23,240,144,48,48,0,141,48,48,0,0,0,0,0
C13H10N2,seen,25,267,160,54,53,0,157,54,52,0,4,0,1,0
C13H10O1,test_ood,24,253,0,0,0,253,0,0,0,249,0,0,0,0
C13H10O2,seen,25,116,70,23,23,0,70,23,23,0,2,0,1,0
C13H11N1,test_ood,25,370,0,0,0,370,0,0,0,365,0,0,0,17
C13H11N1O2,seen,27,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H12N2O1,test_ood,28,3,0,0,0,3,0,0,0,0,0,0,0,0
C13H12O1,test_ood,26,293,0,0,0,293,0,0,0,289,0,0,0,1
C13H12O2,seen,27,210,126,42,42,0,122,41,42,0,0,0,0,0
C13H13N1,seen,27,813,488,163,162,0,484,159,162,0,6,3,1,0
C13H13N1O1,test_ood,28,222,0,0,0,222,0,0,0,216,0,0,0,4
C13H13N1O2,test_ood,29,125,0,0,0,125,0,0,0,123,0,0,0,5
C13H13N1O3,seen,30,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H13N3,test_ood,29,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H14N2,test_ood,29,326,0,0,0,326,0,0,0,324,0,0,0,6
C13H14N2O1,test_ood,30,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H14N2O6,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H14O1,test_ood,28,106,0,0,0,106,0,0,0,103,0,0,0,1
C13H14O2,seen,29,119,71,24,24,0,69,22,24,0,0,0,0,0
C13H15N1,seen,29,791,475,158,158,0,466,156,155,0,6,4,4,0
C13H15N1O1,test_ood,30,460,0,0,0,460,0,0,0,459,0,0,0,5
C13H15N3,test_ood,31,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H15N3O3,seen,34,983,590,197,196,0,568,190,185,0,17,7,4,0
C13H15N3O6,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H15N5O5,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H16N2,seen,31,355,213,71,71,0,205,70,69,0,2,0,3,0
C13H16N2O1,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H16N2O5,seen,36,923,554,185,184,0,526,182,175,0,16,5,3,0
C13H16N2O6,test_ood,37,930,0,0,0,930,0,0,0,890,0,0,0,0
C13H16N4O5,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H16O1,seen,30,104,62,21,21,0,62,21,21,0,1,0,1,0
C13H16O2,seen,31,3,2,1,0,0,0,0,0,0,0,0,0,0
C13H17N1,test_ood,31,2436,0,0,0,2436,0,0,0,2382,0,0,0,19
C13H17N1O1,test_ood,32,552,0,0,0,552,0,0,0,548,0,0,0,5
C13H17N1O2,seen,33,4,2,1,1,0,0,0,0,0,0,0,0,0
C13H17N1O3,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H17N3,seen,33,114,68,23,23,0,65,19,23,0,0,0,0,0
C13H17N3O1,test_ood,34,2,0,0,0,2,0,0,0,0,0,0,0,0
C13H17N3O4,seen,37,864,518,173,173,0,408,134,130,0,10,7,3,0
C13H17N3O5,test_ood,38,826,0,0,0,826,0,0,0,786,0,0,0,0
C13H17N7O1,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H18N2,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H18N2O1,test_ood,34,4,0,0,0,4,0,0,0,0,0,0,0,0
C13H18N2O4,seen,37,959,575,192,192,0,553,183,183,0,17,6,5,0
C13H18N2O5,test_ood,38,822,0,0,0,822,0,0,0,782,0,0,0,19
C13H18N4,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H18N8O2,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H18O2,seen,33,185,111,37,37,0,107,37,37,0,1,1,0,0
C13H19N1,seen,33,616,370,123,123,0,364,122,122,0,2,1,0,0
C13H19N1O1,test_ood,34,317,0,0,0,317,0,0,0,308,0,0,0,0
C13H19N1O3,test_ood,36,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H19N3,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H19N3O1,seen,36,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H20N2,test_ood,35,335,0,0,0,335,0,0,0,325,0,0,0,5
C13H20N2O1,test_ood,36,95,0,0,0,95,0,0,0,92,0,0,0,2
C13H20N2O2,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H20O1,test_ood,34,67,0,0,0,67,0,0,0,66,0,0,0,2
C13H20O2,seen,35,384,230,77,77,0,230,77,76,0,0,0,1,0
C13H21N1O1,seen,36,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N1O2,seen,37,301,181,60,60,0,177,59,60,0,4,0,3,0
C13H21N1O3,test_ood,38,129,0,0,0,129,0,0,0,128,0,0,0,0
C13H21N1O4,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H21N3,seen,37,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N3O1,seen,38,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N3O6,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H21N9O1,test_ood,44,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H22,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H22N2O1,test_ood,38,113,0,0,0,113,0,0,0,111,0,0,0,0
C13H22N2O4,test_ood,41,2,0,0,0,2,0,0,0,0,0,0,0,0
C13H23N1O1,test_ood,38,117,0,0,0,117,0,0,0,113,0,0,0,4
C13H23N3,test_ood,39,74,0,0,0,74,0,0,0,73,0,0,0,5
C13H24N2,seen,39,3,2,1,0,0,0,0,0,0,0,0,0,0
C13H24N2O1,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H24N2O2,test_ood,41,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H24N2O4,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H24N4,seen,41,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H24O1,seen,38,124,74,25,25,0,71,24,25,0,5,0,2,0
C13H24O2,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H25N1,seen,39,97,58,20,19,0,56,20,18,0,0,0,1,0
C13H25N3,seen,41,129,77,26,26,0,77,26,25,0,4,1,3,0
C13H25N3O1,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H26N4,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H26O1,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H26O2,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H27N1O1,seen,42,84,50,17,17,0,49,17,17,0,4,0,1,0
C13H27N3O1,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H28N2,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H28N2O1,test_ood,44,115,0,0,0,115,0,0,0,115,0,0,0,3
C13H30O4,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H9N1,test_ood,23,112,0,0,0,112,0,0,0,109,0,0,0,0
C14H10,test_ood,24,112,0,0,0,112,0,0,0,110,0,0,0,6
C14H11N1,test_ood,26,605,0,0,0,605,0,0,0,599,0,0,0,16
C14H11N3,seen,28,2,1,1,0,0,0,0,0,0,0,0,0,0
C14H12,seen,26,107,64,22,21,0,64,22,21,0,2,0,0,0
C14H12N2,seen,28,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H12O2,test_ood,28,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H13N1,seen,28,116,70,23,23,0,69,22,23,0,2,0,0,0
C14H13N1O1,test_ood,29,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H13N1O2,test_ood,30,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H14N2,seen,30,5,3,1,1,0,0,0,0,0,0,0,0,0
C14H14N6O3,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H14O2,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H15N1,seen,30,115,69,23,23,0,68,23,23,0,0,0,0,0
C14H16N2O1,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16N2O5,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16N4O1,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16O1,test_ood,31,46,0,0,0,46,0,0,0,44,0,0,0,2
C14H17N1,test_ood,32,219,0,0,0,219,0,0,0,217,0,0,0,2
C14H17N1O1,seen,33,332,199,67,66,0,199,67,66,0,2,2,0,0
C14H17N1O2,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H17N3,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H17N3O3,seen,37,1023,614,205,204,0,591,194,198,0,10,3,1,0
C14H17N3O4,seen,38,1016,610,203,203,0,584,196,196,0,0,0,0,0
C14H17N3O7,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H17N7O3,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H18N2,seen,34,120,72,24,24,0,68,23,24,0,1,0,0,0
C14H18N2O3,test_ood,37,808,0,0,0,808,0,0,0,768,0,0,0,14
C14H18N2O4,seen,38,930,558,186,186,0,535,179,176,0,7,2,4,0
C14H18N2O5,seen,39,915,549,183,183,0,522,178,175,0,0,0,0,0
C14H18N2O6,seen,40,919,551,184,184,0,524,176,179,0,0,0,0,0
C14H19N1,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H19N1O1,test_ood,35,3,0,0,0,3,0,0,0,0,0,0,0,0
C14H19N3,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H19N3O4,seen,40,856,514,171,171,0,491,165,160,0,0,0,0,0
C14H19N3O5,test_ood,41,933,0,0,0,933,0,0,0,893,0,0,0,0
C14H19N3O6,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20N2,seen,36,111,67,22,22,0,34,9,6,0,0,0,0,0
C14H20N2O1,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20N2O3,test_ood,39,777,0,0,0,777,0,0,0,737,0,0,0,14
C14H20N2O4,test_ood,40,756,0,0,0,756,0,0,0,716,0,0,0,10
C14H20N4O6,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
