theory_key        , system    , n_configs, valid_configs, missing_configs, coverage_fraction    , coverage_type
ccsd(t)_cbs.energy, C4H2O3    ,      1132,           175,             957, 0.15459363957597172  , partial
ccsd(t)_cbs.energy, C7H9N3    ,      1387,           175,            1212, 0.12617159336697908  , partial
ccsd(t)_cbs.energy, C8H8N4    ,      1647,           175,            1472, 0.10625379477838494  , partial
ccsd(t)_cbs.energy, C7H12     ,      1655,           174,            1481, 0.10513595166163142  , partial
ccsd(t)_cbs.energy, C2H4N6O1  ,      1141,           173,             968, 0.1516213847502191   , partial
ccsd(t)_cbs.energy, C5H5N5    ,      1248,           173,            1075, 0.13862179487179488  , partial
ccsd(t)_cbs.energy, C1H4      ,      1376,           173,            1203, 0.1257267441860465   , partial
ccsd(t)_cbs.energy, C3H2N4    ,      1444,           173,            1271, 0.11980609418282548  , partial
ccsd(t)_cbs.energy, C6H13N1O4 ,      4857,           173,            4684, 0.03561869466749022  , partial
ccsd(t)_cbs.energy, C7H6O3    ,      1235,           172,            1063, 0.13927125506072874  , partial
ccsd(t)_cbs.energy, C7H7N1O2  ,      1527,           172,            1355, 0.11263916175507531  , partial
ccsd(t)_cbs.energy, C7H6N4    ,      1321,           171,            1150, 0.12944738834216502  , partial
ccsd(t)_cbs.energy, C4H2O4    ,      1360,           171,            1189, 0.12573529411764706  , partial
ccsd(t)_cbs.energy, C6H6N4    ,      1510,           171,            1339, 0.11324503311258279  , partial
ccsd(t)_cbs.energy, C5H4N4    ,      1162,           170,             992, 0.14629948364888123  , partial
ccsd(t)_cbs.energy, C9H11N1O1 ,      2782,           170,            2612, 0.06110711718188354  , partial
ccsd(t)_cbs.energy, C3H2O5    ,      1002,           169,             833, 0.1686626746506986   , partial
ccsd(t)_cbs.energy, H5N1O2    ,      1636,           169,            1467, 0.10330073349633252  , partial
ccsd(t)_cbs.energy, C2H1N1O4  ,      1120,           168,             952, 0.15                 , partial
ccsd(t)_cbs.energy, C5H8N4O2  ,      1335,           168,            1167, 0.1258426966292135   , partial
ccsd(t)_cbs.energy, C4H12N2   ,      2710,           168,            2542, 0.06199261992619926  , partial
ccsd(t)_cbs.energy, C7H6N2O2  ,      1097,           167,             930, 0.15223336371923427  , partial
ccsd(t)_cbs.energy, C1H2O1    ,      1206,           167,            1039, 0.1384742951907131   , partial
ccsd(t)_cbs.energy, C3H8O1    ,      3409,           166,            3243, 0.04869463185684952  , partial
ccsd(t)_cbs.energy, C4H11N1   ,      5506,           166,            5340, 0.030148928441699963 , partial
ccsd(t)_cbs.energy, C3H1N1O2  ,      1073,           165,             908, 0.15377446411929171  , partial
ccsd(t)_cbs.energy, C6H7N5    ,      1547,           165,            1382, 0.10665804783451842  , partial
ccsd(t)_cbs.energy, C7H8      ,      1968,           165,            1803, 0.08384146341463415  , partial
ccsd(t)_cbs.energy, C3H4O4    ,      1142,           163,             979, 0.14273204903677758  , partial
ccsd(t)_cbs.energy, H4N2O1    ,      1329,           162,            1167, 0.12189616252821671  , partial
ccsd(t)_cbs.energy, C2H3N5O2  ,      1018,           159,             859, 0.15618860510805502  , partial
ccsd(t)_cbs.energy, C6H10N2O2 ,      1517,           159,            1358, 0.10481212920237311  , partial
ccsd(t)_cbs.energy, C5H4      ,      1882,           159,            1723, 0.0844845908607864   , partial
ccsd(t)_cbs.energy, C7H12N2O5 ,      2036,           159,            1877, 0.07809430255402751  , partial
ccsd(t)_cbs.energy, C6H8N2O2  ,      1156,           156,            1000, 0.13494809688581316  , partial
ccsd(t)_cbs.energy, C2H2O3    ,      1385,           156,            1229, 0.11263537906137185  , partial
ccsd(t)_cbs.energy, C9H6O3    ,      1470,           155,            1315, 0.1054421768707483   , partial
ccsd(t)_cbs.energy, C3H11N3   ,      1081,           153,             928, 0.14153561517113783  , partial
ccsd(t)_cbs.energy, C2H6N2O3  ,      1273,           153,            1120, 0.1201885310290652   , partial
ccsd(t)_cbs.energy, C3H4      ,      1699,           153,            1546, 0.09005297233666863  , partial
ccsd(t)_cbs.energy, C5H6N6    ,      1143,           152,             991, 0.13298337707786526  , partial
ccsd(t)_cbs.energy, C6H13N1O2 ,      3615,           152,            3463, 0.04204702627939143  , partial
ccsd(t)_cbs.energy, H5N1O1    ,      1608,           151,            1457, 0.09390547263681592  , partial
ccsd(t)_cbs.energy, C5H12O2   ,      1621,           151,            1470, 0.0931523750771129   , partial
ccsd(t)_cbs.energy, C2H9N5O1  ,      1386,           149,            1237, 0.1075036075036075   , partial
ccsd(t)_cbs.energy, C9H6O2    ,      1367,           148,            1219, 0.10826627651792246  , partial
ccsd(t)_cbs.energy, C6H5N3O1  ,      1387,           148,            1239, 0.10670511896178803  , partial
ccsd(t)_cbs.energy, C3H1N1O4  ,       715,           147,             568, 0.2055944055944056   , partial
ccsd(t)_cbs.energy, C1H5N1O1  ,      1289,           147,            1142, 0.11404189294026378  , partial
ccsd(t)_cbs.energy, C7H8N2O3  ,      1332,           147,            1185, 0.11036036036036036  , partial
ccsd(t)_cbs.energy, C6H7N5O1  ,      1053,           146,             907, 0.13865147198480532  , partial
ccsd(t)_cbs.energy, C4H10N2O3 ,      1133,           146,             987, 0.12886142983230361  , partial
ccsd(t)_cbs.energy, C3H9N5O1  ,      1198,           146,            1052, 0.12186978297161936  , partial
ccsd(t)_cbs.energy, C7H12N2   ,     10277,           146,           10131, 0.014206480490415492 , partial
ccsd(t)_cbs.energy, C8H10O2   ,      1227,           145,            1082, 0.11817440912795436  , partial
ccsd(t)_cbs.energy, C9H10     ,      1270,           145,            1125, 0.1141732283464567   , partial
ccsd(t)_cbs.energy, C6H12O1   ,      1358,           145,            1213, 0.10677466863033873  , partial
ccsd(t)_cbs.energy, C8H12N2O2 ,      2998,           145,            2853, 0.04836557705136758  , partial
ccsd(t)_cbs.energy, C4H10O1   ,      4716,           145,            4571, 0.030746395250212045 , partial
ccsd(t)_cbs.energy, C4H11N5   ,      1137,           144,             993, 0.1266490765171504   , partial
ccsd(t)_cbs.energy, C7H5N1O1  ,      1327,           144,            1183, 0.10851544837980406  , partial
ccsd(t)_cbs.energy, C6H9N3O1  ,      1503,           144,            1359, 0.09580838323353294  , partial
ccsd(t)_cbs.energy, C8H7N1O3  ,      1342,           143,            1199, 0.10655737704918032  , partial
ccsd(t)_cbs.energy, C4H8N4O2  ,       972,           142,             830, 0.14609053497942387  , partial
ccsd(t)_cbs.energy, C5H6N4O1  ,      1074,           142,             932, 0.13221601489757914  , partial
ccsd(t)_cbs.energy, C1H7N1O1  ,      1294,           142,            1152, 0.10973724884080371  , partial
ccsd(t)_cbs.energy, C4H10     ,      2345,           142,            2203, 0.06055437100213219  , partial
ccsd(t)_cbs.energy, C5H2O1    ,       664,           140,             524, 0.21084337349397592  , partial
ccsd(t)_cbs.energy, C3H8N6    ,      1128,           140,             988, 0.12411347517730496  , partial
ccsd(t)_cbs.energy, C1H5N7    ,      1186,           140,            1046, 0.11804384485666104  , partial
ccsd(t)_cbs.energy, C4H11N3O2 ,      1300,           139,            1161, 0.10692307692307693  , partial
ccsd(t)_cbs.energy, C5H2O3    ,       757,           138,             619, 0.18229854689564068  , partial
ccsd(t)_cbs.energy, C6H8N2O3  ,       848,           138,             710, 0.16273584905660377  , partial
ccsd(t)_cbs.energy, C7H6N2    ,      1103,           138,             965, 0.12511332728921123  , partial
ccsd(t)_cbs.energy, C2H7N1O1  ,      2207,           137,            2070, 0.06207521522428636  , partial
ccsd(t)_cbs.energy, C1O2      ,       531,           134,             397, 0.2523540489642185   , partial
ccsd(t)_cbs.energy, C2N4O2    ,       687,           134,             553, 0.1950509461426492   , partial
ccsd(t)_cbs.energy, C6H7N3O2  ,      1117,           134,             983, 0.11996418979409132  , partial
ccsd(t)_cbs.energy, C7H5N1    ,      1447,           134,            1313, 0.09260539046302695  , partial
ccsd(t)_cbs.energy, C10H8O1   ,      1809,           134,            1675, 0.07407407407407407  , partial
ccsd(t)_cbs.energy, C6H8N4O1  ,       911,           133,             778, 0.145993413830955    , partial
ccsd(t)_cbs.energy, C6H10N2O5 ,      1391,           133,            1258, 0.09561466570812366  , partial
ccsd(t)_cbs.energy, C2H8N2    ,      1882,           132,            1750, 0.07013815090329437  , partial
ccsd(t)_cbs.energy, C3H5N1    ,      2605,           132,            2473, 0.050671785028790786 , partial
ccsd(t)_cbs.energy, C4H6      ,      3209,           132,            3077, 0.04113430975381739  , partial
ccsd(t)_cbs.energy, C7H9N1O3  ,      1035,           131,             904, 0.12657004830917876  , partial
ccsd(t)_cbs.energy, C4H11N3   ,      1258,           131,            1127, 0.1041335453100159   , partial
ccsd(t)_cbs.energy, C7H4O1    ,      1316,           131,            1185, 0.09954407294832827  , partial
ccsd(t)_cbs.energy, C3H7N3O4  ,       836,           130,             706, 0.15550239234449761  , partial
ccsd(t)_cbs.energy, C10H7N1O2 ,      1076,           129,             947, 0.11988847583643122  , partial
ccsd(t)_cbs.energy, C7H7N3O2  ,      1122,           129,             993, 0.11497326203208556  , partial
ccsd(t)_cbs.energy, C7H5N3O2  ,      1161,           129,            1032, 0.1111111111111111   , partial
ccsd(t)_cbs.energy, H6N2O1    ,      1261,           129,            1132, 0.10229976209357652  , partial
ccsd(t)_cbs.energy, C5H3N3O1  ,       822,           128,             694, 0.15571776155717762  , partial
ccsd(t)_cbs.energy, C7H5N1O4  ,       974,           128,             846, 0.13141683778234087  , partial
ccsd(t)_cbs.energy, C3H10N2   ,      2504,           128,            2376, 0.051118210862619806 , partial
ccsd(t)_cbs.energy, C5H7N5O2  ,       826,           127,             699, 0.15375302663438256  , partial
ccsd(t)_cbs.energy, C4H1N1O1  ,      1030,           127,             903, 0.12330097087378641  , partial
ccsd(t)_cbs.energy, C8H6O4    ,      1108,           127,             981, 0.11462093862815885  , partial
ccsd(t)_cbs.energy, C4N2      ,       698,           126,             572, 0.18051575931232092  , partial
ccsd(t)_cbs.energy, C4H2N2O3  ,       584,           125,             459, 0.21404109589041095  , partial
ccsd(t)_cbs.energy, C1N2O3    ,       592,           125,             467, 0.21114864864864866  , partial
ccsd(t)_cbs.energy, C7H8N4O1  ,       953,           124,             829, 0.13011542497376705  , partial
ccsd(t)_cbs.energy, C9H15N3O6 ,      2111,           124,            1987, 0.05873993368072004  , partial
ccsd(t)_cbs.energy, C6H12N2O1 ,      6066,           124,            5942, 0.02044180679195516  , partial
ccsd(t)_cbs.energy, C6H4N2O1  ,       940,           123,             817, 0.13085106382978723  , partial
ccsd(t)_cbs.energy, C2N2O4    ,       617,           122,             495, 0.19773095623987033  , partial
ccsd(t)_cbs.energy, C12H10    ,      1431,           122,            1309, 0.08525506638714186  , partial
ccsd(t)_cbs.energy, C3H11N5   ,      1064,           121,             943, 0.1137218045112782   , partial
ccsd(t)_cbs.energy, H2O1      ,       675,           120,             555, 0.17777777777777778  , partial
ccsd(t)_cbs.energy, C3H2O2    ,       982,           120,             862, 0.12219959266802444  , partial
ccsd(t)_cbs.energy, C9H10N2O1 ,      2302,           120,            2182, 0.052128583840139006 , partial
ccsd(t)_cbs.energy, C4H3N1O4  ,       586,           117,             469, 0.19965870307167236  , partial
ccsd(t)_cbs.energy, C4H6N4O2  ,       784,           117,             667, 0.14923469387755103  , partial
ccsd(t)_cbs.energy, C5H10O5   ,       985,           117,             868, 0.11878172588832488  , partial
ccsd(t)_cbs.energy, C1H7N5    ,       868,           116,             752, 0.1336405529953917   , partial
ccsd(t)_cbs.energy, C5H5N5O1  ,       871,           116,             755, 0.13318025258323765  , partial
ccsd(t)_cbs.energy, C7H3N1    ,       752,           115,             637, 0.1529255319148936   , partial
ccsd(t)_cbs.energy, C3H9N1O2  ,      1077,           115,             962, 0.10677808727948004  , partial
ccsd(t)_cbs.energy, C8H14N2O6 ,      2020,           114,            1906, 0.05643564356435644  , partial
ccsd(t)_cbs.energy, C5H7N5O1  ,       751,           113,             638, 0.15046604527296936  , partial
ccsd(t)_cbs.energy, C10H9N1O2 ,      2466,           113,            2353, 0.045823195458231956 , partial
ccsd(t)_cbs.energy, C8H10N2O1 ,      1700,           112,            1588, 0.06588235294117648  , partial
ccsd(t)_cbs.energy, C3H6N2O4  ,       785,           111,             674, 0.14140127388535031  , partial
ccsd(t)_cbs.energy, C4H4N4O3  ,       798,           111,             687, 0.13909774436090225  , partial
ccsd(t)_cbs.energy, C6H12N2O4 ,      2515,           111,            2404, 0.04413518886679921  , partial
ccsd(t)_cbs.energy, C3H6N6O3  ,       676,           110,             566, 0.16272189349112426  , partial
ccsd(t)_cbs.energy, C4H6N6O1  ,       676,           110,             566, 0.16272189349112426  , partial
ccsd(t)_cbs.energy, C1H6N2O1  ,       755,           110,             645, 0.1456953642384106   , partial
ccsd(t)_cbs.energy, H4N2O2    ,       832,           109,             723, 0.1310096153846154   , partial
ccsd(t)_cbs.energy, C2H3N1    ,      1133,           109,            1024, 0.09620476610767872  , partial
ccsd(t)_cbs.energy, C6H6O4    ,       809,           108,             701, 0.1334981458590853   , partial
ccsd(t)_cbs.energy, C2H1N1O3  ,       588,           107,             481, 0.18197278911564627  , partial
ccsd(t)_cbs.energy, H3N1O2    ,       975,           107,             868, 0.10974358974358975  , partial
ccsd(t)_cbs.energy, C6H5N1    ,      1158,           107,            1051, 0.0924006908462867   , partial
ccsd(t)_cbs.energy, C7H14N2   ,      4672,           107,            4565, 0.022902397260273974 , partial
ccsd(t)_cbs.energy, C6H8N4    ,       673,           106,             567, 0.1575037147102526   , partial
ccsd(t)_cbs.energy, C6H8N4O2  ,       763,           106,             657, 0.13892529488859764  , partial
ccsd(t)_cbs.energy, C3H10N2O2 ,       911,           106,             805, 0.1163556531284303   , partial
ccsd(t)_cbs.energy, H16O8     ,      1767,           106,            1661, 0.05998868138087153  , partial
ccsd(t)_cbs.energy, C2H3N1O4  ,       648,           105,             543, 0.16203703703703703  , partial
ccsd(t)_cbs.energy, C5H10N2O4 ,      1400,           105,            1295, 0.075                , partial
ccsd(t)_cbs.energy, C4H4O6    ,       515,           104,             411, 0.20194174757281552  , partial
ccsd(t)_cbs.energy, C2N4O1    ,       647,           103,             544, 0.15919629057187018  , partial
ccsd(t)_cbs.energy, C1N4O3    ,       676,           103,             573, 0.15236686390532544  , partial
ccsd(t)_cbs.energy, C8H8N2    ,       783,           102,             681, 0.13026819923371646  , partial
ccsd(t)_cbs.energy, C4H10O3   ,       787,           102,             685, 0.12960609911054638  , partial
ccsd(t)_cbs.energy, C6H9N1O4  ,       795,           102,             693, 0.12830188679245283  , partial
ccsd(t)_cbs.energy, C8H5N1O3  ,       821,           102,             719, 0.12423873325213154  , partial
ccsd(t)_cbs.energy, C1H6N4O2  ,       854,           102,             752, 0.11943793911007025  , partial
ccsd(t)_cbs.energy, C8H6O3    ,      1056,           102,             954, 0.09659090909090909  , partial
ccsd(t)_cbs.energy, C3H1N5    ,       537,           101,             436, 0.18808193668528864  , partial
ccsd(t)_cbs.energy, C3N2O1    ,       644,           101,             543, 0.15683229813664595  , partial
ccsd(t)_cbs.energy, C10H13N1  ,      2540,           101,            2439, 0.03976377952755906  , partial
ccsd(t)_cbs.energy, C4H2O2    ,       656,           100,             556, 0.1524390243902439   , partial
ccsd(t)_cbs.energy, C2H1N5    ,       686,           100,             586, 0.1457725947521866   , partial
ccsd(t)_cbs.energy, C9H8N2O2  ,      1626,            99,            1527, 0.06088560885608856  , partial
ccsd(t)_cbs.energy, C2H5N5O2  ,       521,            98,             423, 0.18809980806142035  , partial
ccsd(t)_cbs.energy, C9H8O3    ,       844,            98,             746, 0.11611374407582939  , partial
ccsd(t)_cbs.energy, C4H5N1O4  ,       682,            97,             585, 0.14222873900293256  , partial
ccsd(t)_cbs.energy, C12H24N2O3,      1323,            97,            1226, 0.07331821617535904  , partial
ccsd(t)_cbs.energy, C6H13N1O3 ,      1788,            97,            1691, 0.05425055928411633  , partial
ccsd(t)_cbs.energy, C9H12     ,      2619,            97,            2522, 0.037037037037037035 , partial
ccsd(t)_cbs.energy, O2        ,       360,            96,             264, 0.26666666666666666  , partial
ccsd(t)_cbs.energy, C7H9N3O1  ,       735,            96,             639, 0.1306122448979592   , partial
ccsd(t)_cbs.energy, C2H9N5    ,       858,            96,             762, 0.11188811188811189  , partial
ccsd(t)_cbs.energy, C2H4      ,      1957,            96,            1861, 0.04905467552376086  , partial
ccsd(t)_cbs.energy, C1O1      ,       457,            95,             362, 0.20787746170678337  , partial
ccsd(t)_cbs.energy, C1H1N5O2  ,       492,            95,             397, 0.19308943089430894  , partial
ccsd(t)_cbs.energy, C8H13N1   ,      5850,            95,            5755, 0.01623931623931624  , partial
ccsd(t)_cbs.energy, C7H5N1O3  ,       704,            93,             611, 0.13210227272727273  , partial
ccsd(t)_cbs.energy, C4H3N5    ,       503,            92,             411, 0.18290258449304175  , partial
ccsd(t)_cbs.energy, C3H4O5    ,       650,            92,             558, 0.14153846153846153  , partial
ccsd(t)_cbs.energy, C1H4N4O2  ,       670,            92,             578, 0.1373134328358209   , partial
ccsd(t)_cbs.energy, C4H4O5    ,       730,            92,             638, 0.12602739726027398  , partial
ccsd(t)_cbs.energy, C6H9N1O3  ,       849,            92,             757, 0.10836277974087162  , partial
ccsd(t)_cbs.energy, C4H11N1O2 ,       965,            92,             873, 0.09533678756476684  , partial
ccsd(t)_cbs.energy, C9H12N2O1 ,      2140,            92,            2048, 0.04299065420560748  , partial
ccsd(t)_cbs.energy, H5N3O1    ,       664,            91,             573, 0.13704819277108435  , partial
ccsd(t)_cbs.energy, C7H13N3   ,      1399,            91,            1308, 0.06504646175839886  , partial
ccsd(t)_cbs.energy, C7H10N2O3 ,      1722,            91,            1631, 0.052845528455284556 , partial
ccsd(t)_cbs.energy, H3N3O1    ,       518,            90,             428, 0.17374517374517376  , partial
ccsd(t)_cbs.energy, C7H6N2O1  ,       593,            90,             503, 0.15177065767284992  , partial
ccsd(t)_cbs.energy, C6H13N3   ,      4681,            90,            4591, 0.019226660969878233 , partial
ccsd(t)_cbs.energy, O3        ,       552,            89,             463, 0.161231884057971    , partial
ccsd(t)_cbs.energy, C5H3N1O3  ,       806,            89,             717, 0.11042183622828784  , partial
ccsd(t)_cbs.energy, C7H11N1O3 ,      1683,            88,            1595, 0.05228758169934641  , partial
ccsd(t)_cbs.energy, C8H6N2    ,       786,            87,             699, 0.11068702290076336  , partial
ccsd(t)_cbs.energy, C3H3N1    ,      1307,            87,            1220, 0.0665646518745218   , partial
ccsd(t)_cbs.energy, C6H2      ,       369,            86,             283, 0.23306233062330622  , partial
ccsd(t)_cbs.energy, C10H18N2O5,      2494,            86,            2408, 0.034482758620689655 , partial
ccsd(t)_cbs.energy, C4H2N4O1  ,       330,            85,             245, 0.25757575757575757  , partial
ccsd(t)_cbs.energy, C1H7N1    ,       806,            85,             721, 0.1054590570719603   , partial
ccsd(t)_cbs.energy, C8H10N2O2 ,      1840,            85,            1755, 0.04619565217391304  , partial
ccsd(t)_cbs.energy, C1H2N2    ,       458,            84,             374, 0.18340611353711792  , partial
ccsd(t)_cbs.energy, C3H4N2O4  ,       519,            84,             435, 0.16184971098265896  , partial
ccsd(t)_cbs.energy, C7H6N4O1  ,       711,            84,             627, 0.11814345991561181  , partial
ccsd(t)_cbs.energy, C5H4N4O2  ,       724,            84,             640, 0.11602209944751381  , partial
ccsd(t)_cbs.energy, C9H10O2   ,      1571,            84,            1487, 0.05346912794398472  , partial
ccsd(t)_cbs.energy, C7H13N3O4 ,      1910,            84,            1826, 0.04397905759162304  , partial
ccsd(t)_cbs.energy, C7H10N2O2 ,      1915,            84,            1831, 0.04386422976501306  , partial
ccsd(t)_cbs.energy, C7H13N1O1 ,      4052,            84,            3968, 0.02073050345508391  , partial
ccsd(t)_cbs.energy, C1H6N2    ,       600,            83,             517, 0.13833333333333334  , partial
ccsd(t)_cbs.energy, H4O3      ,       936,            83,             853, 0.08867521367521368  , partial
ccsd(t)_cbs.energy, C7H13N1O3 ,      1213,            83,            1130, 0.06842539159109645  , partial
ccsd(t)_cbs.energy, C1H4N4O1  ,       519,            82,             437, 0.1579961464354528   , partial
ccsd(t)_cbs.energy, C6H4N4O2  ,       571,            82,             489, 0.1436077057793345   , partial
ccsd(t)_cbs.energy, C7H4N4    ,       643,            82,             561, 0.12752721617418353  , partial
ccsd(t)_cbs.energy, C6H6N4O2  ,       495,            81,             414, 0.16363636363636364  , partial
ccsd(t)_cbs.energy, C5H1N1    ,       515,            81,             434, 0.15728155339805824  , partial
ccsd(t)_cbs.energy, C6H9N5    ,       592,            81,             511, 0.13682432432432431  , partial
ccsd(t)_cbs.energy, C12H25N5O3,      1679,            81,            1598, 0.048243001786777845 , partial
ccsd(t)_cbs.energy, C6H4N2O2  ,       551,            80,             471, 0.14519056261343014  , partial
ccsd(t)_cbs.energy, C5H11N1O3 ,       611,            80,             531, 0.1309328968903437   , partial
ccsd(t)_cbs.energy, H3N1O3    ,       532,            79,             453, 0.14849624060150377  , partial
ccsd(t)_cbs.energy, C12H10N2  ,      1425,            79,            1346, 0.05543859649122807  , partial
ccsd(t)_cbs.energy, C7H11N1O2 ,      1453,            79,            1374, 0.05437026841018582  , partial
ccsd(t)_cbs.energy, C6H14N4O2 ,      2309,            79,            2230, 0.034213945430922474 , partial
ccsd(t)_cbs.energy, C5H8N4O1  ,       554,            78,             476, 0.1407942238267148   , partial
ccsd(t)_cbs.energy, C1H5N1O2  ,       744,            78,             666, 0.10483870967741936  , partial
ccsd(t)_cbs.energy, C5H12N2   ,       779,            78,             701, 0.10012836970474968  , partial
ccsd(t)_cbs.energy, C6H11N1O4 ,       931,            78,             853, 0.08378088077336197  , partial
ccsd(t)_cbs.energy, C8H12O1   ,      4016,            78,            3938, 0.01942231075697211  , partial
ccsd(t)_cbs.energy, C8H8O2    ,       866,            77,             789, 0.08891454965357967  , partial
ccsd(t)_cbs.energy, C3H10N2O1 ,       981,            77,             904, 0.07849133537206932  , partial
ccsd(t)_cbs.energy, C4H10N4O2 ,       615,            76,             539, 0.12357723577235773  , partial
ccsd(t)_cbs.energy, C7H7N3    ,       626,            76,             550, 0.12140575079872204  , partial
ccsd(t)_cbs.energy, C4H5N3O3  ,       640,            76,             564, 0.11875              , partial
ccsd(t)_cbs.energy, C10H12N2  ,      1178,            76,            1102, 0.06451612903225806  , partial
ccsd(t)_cbs.energy, C10H10O3  ,      1332,            76,            1256, 0.057057057057057055 , partial
ccsd(t)_cbs.energy, C7H12N2O3 ,      1858,            76,            1782, 0.04090419806243272  , partial
ccsd(t)_cbs.energy, C2H10N6   ,       505,            75,             430, 0.1485148514851485   , partial
ccsd(t)_cbs.energy, C8H12N2   ,      1484,            75,            1409, 0.05053908355795148  , partial
ccsd(t)_cbs.energy, C6H4O1    ,       654,            74,             580, 0.11314984709480122  , partial
ccsd(t)_cbs.energy, C1H4O2    ,       756,            73,             683, 0.09656084656084656  , partial
ccsd(t)_cbs.energy, H6N2      ,       847,            73,             774, 0.08618654073199528  , partial
ccsd(t)_cbs.energy, C5H13N3   ,      2363,            73,            2290, 0.030892932712653406 , partial
ccsd(t)_cbs.energy, C9H7N3    ,       578,            72,             506, 0.1245674740484429   , partial
ccsd(t)_cbs.energy, C4H11N1O3 ,       472,            71,             401, 0.1504237288135593   , partial
ccsd(t)_cbs.energy, C10H7N1O1 ,       705,            71,             634, 0.10070921985815603  , partial
ccsd(t)_cbs.energy, C9H13N1O1 ,       954,            71,             883, 0.07442348008385745  , partial
ccsd(t)_cbs.energy, C6H11N3O4 ,      1394,            71,            1323, 0.050932568149210905 , partial
ccsd(t)_cbs.energy, C5H8N2O4  ,       449,            70,             379, 0.155902004454343    , partial
ccsd(t)_cbs.energy, C10H7N3   ,       481,            70,             411, 0.14553014553014554  , partial
ccsd(t)_cbs.energy, C1H6O2    ,       744,            70,             674, 0.09408602150537634  , partial
ccsd(t)_cbs.energy, C9H8O2    ,       790,            70,             720, 0.08860759493670886  , partial
ccsd(t)_cbs.energy, C6H14N2O2 ,      2025,            70,            1955, 0.0345679012345679   , partial
ccsd(t)_cbs.energy, C9H10O4   ,      2265,            70,            2195, 0.03090507726269316  , partial
ccsd(t)_cbs.energy, C3H2N2O4  ,       382,            69,             313, 0.1806282722513089   , partial
ccsd(t)_cbs.energy, C2H2N4O3  ,       396,            69,             327, 0.17424242424242425  , partial
ccsd(t)_cbs.energy, C7H6N4O2  ,       483,            69,             414, 0.14285714285714285  , partial
ccsd(t)_cbs.energy, C5H12N4O2 ,      1038,            69,             969, 0.06647398843930635  , partial
ccsd(t)_cbs.energy, C11H13N1  ,      2050,            69,            1981, 0.033658536585365856 , partial
ccsd(t)_cbs.energy, C6H14N2O1 ,      2290,            69,            2221, 0.030131004366812226 , partial
ccsd(t)_cbs.energy, C10H19N3O4,      2452,            69,            2383, 0.028140293637846654 , partial
ccsd(t)_cbs.energy, C5H8N6O1  ,       379,            68,             311, 0.17941952506596306  , partial
ccsd(t)_cbs.energy, C4H9N3O3  ,       448,            68,             380, 0.15178571428571427  , partial
ccsd(t)_cbs.energy, H6N2O2    ,       515,            68,             447, 0.13203883495145632  , partial
ccsd(t)_cbs.energy, C8H7N1O4  ,       531,            68,             463, 0.128060263653484    , partial
ccsd(t)_cbs.energy, C8H11N3   ,      1158,            68,            1090, 0.05872193436960276  , partial
ccsd(t)_cbs.energy, C8H16N2O4 ,      1255,            68,            1187, 0.054183266932270914 , partial
ccsd(t)_cbs.energy, C6H12N2O3 ,      1364,            68,            1296, 0.04985337243401759  , partial
ccsd(t)_cbs.energy, C9H10O3   ,      2293,            68,            2225, 0.02965547317924117  , partial
ccsd(t)_cbs.energy, C9H11N1O2 ,      4156,            68,            4088, 0.016361886429258902 , partial
ccsd(t)_cbs.energy, C8H12N2O7 ,       556,            67,             489, 0.12050359712230216  , partial
ccsd(t)_cbs.energy, C3H9N3O3  ,       632,            67,             565, 0.1060126582278481   , partial
ccsd(t)_cbs.energy, C6H8O4    ,       661,            67,             594, 0.10136157337367625  , partial
ccsd(t)_cbs.energy, C8H10N4O1 ,      1297,            67,            1230, 0.051657671549730146 , partial
ccsd(t)_cbs.energy, C6H2N2    ,       382,            66,             316, 0.17277486910994763  , partial
ccsd(t)_cbs.energy, C8H7N1    ,       505,            66,             439, 0.1306930693069307   , partial
ccsd(t)_cbs.energy, C9H6N4    ,       627,            66,             561, 0.10526315789473684  , partial
ccsd(t)_cbs.energy, H7N3      ,       630,            66,             564, 0.10476190476190476  , partial
ccsd(t)_cbs.energy, C10H11N1O2,      1781,            66,            1715, 0.03705783267827063  , partial
ccsd(t)_cbs.energy, C8H15N3O5 ,      1855,            66,            1789, 0.03557951482479784  , partial
ccsd(t)_cbs.energy, C7H14N2O3 ,      1946,            66,            1880, 0.03391572456320658  , partial
ccsd(t)_cbs.energy, C2H1N1O5  ,       501,            65,             436, 0.12974051896207583  , partial
ccsd(t)_cbs.energy, C6H8N6    ,       576,            65,             511, 0.11284722222222222  , partial
ccsd(t)_cbs.energy, C4H1N3    ,       367,            64,             303, 0.17438692098092642  , partial
ccsd(t)_cbs.energy, C4H12N2O1 ,       494,            64,             430, 0.12955465587044535  , partial
ccsd(t)_cbs.energy, C7H10N2O1 ,       500,            64,             436, 0.128                , partial
ccsd(t)_cbs.energy, C8H11N1O1 ,      1036,            64,             972, 0.06177606177606178  , partial
ccsd(t)_cbs.energy, C9H16N2O5 ,      1044,            64,             980, 0.06130268199233716  , partial
ccsd(t)_cbs.energy, C6H8N2O4  ,       379,            63,             316, 0.1662269129287599   , partial
ccsd(t)_cbs.energy, C5H9N3O2  ,       472,            63,             409, 0.13347457627118645  , partial
ccsd(t)_cbs.energy, C9H6N2O1  ,       498,            63,             435, 0.12650602409638553  , partial
ccsd(t)_cbs.energy, C7H11N3O1 ,       827,            63,             764, 0.0761789600967352   , partial
