system,system_domain,n_atoms,n_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C11H21N5O3,test_ood,40,1077,0,0,0,1077,0,0,0,1037,0,0,0,57
C11H21N5O5,seen,42,1085,651,217,217,0,625,215,205,0,0,0,0,0
C11H22,seen,33,7,4,2,1,0,4,2,1,0,0,0,0,0
C11H22N2,seen,35,58,35,12,11,0,35,12,11,0,0,1,0,0
C11H22N2O1,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H22N2O3,test_ood,38,1214,0,0,0,1214,0,0,0,1134,0,0,0,19
C11H22N4O1,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H22N4O4,test_ood,41,937,0,0,0,937,0,0,0,897,0,0,0,18
C11H22N6O4,seen,43,1061,637,212,212,0,608,204,209,0,0,0,0,0
C11H22O1,test_ood,34,129,0,0,0,129,0,0,0,129,0,0,0,3
C11H22O2,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H22O3,seen,36,223,134,45,44,0,134,43,43,0,3,1,2,0
C11H22O4,seen,37,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H23N1,seen,35,118,71,24,23,0,71,24,23,0,1,0,0,0
C11H23N1O1,test_ood,36,73,0,0,0,73,0,0,0,71,0,0,0,0
C11H23N3O3,test_ood,40,886,0,0,0,886,0,0,0,846,0,0,0,25
C11H23N5O3,seen,42,993,596,199,198,0,573,188,186,0,25,3,5,0
C11H24,seen,35,4,2,1,1,0,2,1,1,0,0,0,0,0
C11H24N2,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H24N2O3,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H24N4,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H24N4O1,seen,40,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H24O1,test_ood,36,8,0,0,0,8,0,0,0,8,0,0,0,0
C11H24O3,seen,38,427,256,86,85,0,252,83,84,0,14,4,5,0
C11H24O4,test_ood,39,135,0,0,0,135,0,0,0,131,0,0,0,15
C11H25N1,seen,37,11,7,2,2,0,7,2,2,0,0,0,0,0
C11H25N1O2,seen,39,113,68,23,22,0,68,23,22,0,1,1,0,0
C11H25N3O1,test_ood,40,1,0,0,0,1,0,0,0,0,0,0,0,0
C11H26N4O1,test_ood,42,88,0,0,0,88,0,0,0,33,0,0,0,4
C11H27N1,seen,39,1,1,0,0,0,1,0,0,0,0,0,0,0
C11H3N1,test_ood,15,2,0,0,0,2,0,0,0,2,0,0,0,0
C11H4O1,test_ood,16,1,0,0,0,1,0,0,0,1,0,0,0,0
C11H5N1,seen,17,4,2,1,1,0,2,1,1,0,0,0,0,0
C11H6,seen,17,1,1,0,0,0,1,0,0,0,0,0,0,0
C11H6N2,seen,19,144,86,29,29,0,85,29,29,0,18,1,6,0
C11H6O1,seen,18,5,3,1,1,0,3,1,1,0,0,0,0,0
C11H6O2,seen,19,132,79,27,26,0,79,27,26,0,5,2,3,0
C11H7N1,seen,19,15,9,3,3,0,9,3,3,0,0,0,0,0
C11H7N1O1,seen,20,338,203,68,67,0,199,67,67,0,21,7,9,0
C11H8,test_ood,19,4,0,0,0,4,0,0,0,4,0,0,0,0
C11H8N2,seen,21,547,328,110,109,0,327,108,109,0,17,3,5,0
C11H8N2O2,test_ood,23,2,0,0,0,2,0,0,0,0,0,0,0,0
C11H8N4,seen,23,1,1,0,0,0,0,0,0,0,0,0,0,0
C11H8O1,seen,20,236,142,47,47,0,142,47,47,0,15,7,2,0
C11H8O2,test_ood,21,888,0,0,0,888,0,0,0,886,0,0,0,17
C11H8O3,seen,22,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H9N1,test_ood,21,328,0,0,0,328,0,0,0,327,0,0,0,0
C11H9N1O1,seen,22,866,520,173,173,0,427,137,150,0,11,7,1,0
C11H9N1O2,seen,23,114,68,23,23,0,68,23,23,0,1,1,0,0
C11H9N1O3,seen,24,2,1,1,0,0,0,0,0,0,0,0,0,0
C11H9N3,test_ood,23,152,0,0,0,152,0,0,0,152,0,0,0,0
C11H9N3O1,test_ood,24,119,0,0,0,119,0,0,0,119,0,0,0,5
C12H10,seen,22,1431,859,286,286,0,73,27,35,0,73,21,28,0
C12H10N2,seen,24,1425,855,285,285,0,755,260,246,0,56,10,13,0
C12H10N2O1,seen,25,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H10O1,test_ood,23,198,0,0,0,198,0,0,0,194,0,0,0,2
C12H10O2,test_ood,24,968,0,0,0,968,0,0,0,823,0,0,0,30
C12H10O3,seen,25,133,80,27,26,0,78,26,25,0,0,0,0,0
C12H11N1,test_ood,24,341,0,0,0,341,0,0,0,340,0,0,0,5
C12H11N1O1,test_ood,25,1649,0,0,0,1649,0,0,0,1634,0,0,0,26
C12H11N1O2,seen,26,332,199,67,66,0,197,67,66,0,5,0,0,0
C12H11N1O3,seen,27,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H11N3,test_ood,26,90,0,0,0,90,0,0,0,89,0,0,0,3
C12H12,seen,24,1515,909,303,303,0,704,245,236,0,28,4,6,0
C12H12N2,seen,26,599,359,120,120,0,355,116,118,0,5,3,2,0
C12H12N2O1,seen,27,357,214,72,71,0,207,68,70,0,3,3,2,0
C12H12N2O2,seen,28,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H12N4,test_ood,28,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H12O1,test_ood,25,669,0,0,0,669,0,0,0,661,0,0,0,2
C12H12O2,seen,26,235,141,47,47,0,140,46,47,0,3,1,1,0
C12H13N1,seen,26,986,592,197,197,0,586,197,193,0,4,1,1,0
C12H13N1O1,test_ood,27,1321,0,0,0,1321,0,0,0,1305,0,0,0,21
C12H13N1O2,test_ood,28,128,0,0,0,128,0,0,0,121,0,0,0,0
C12H13N1O3,test_ood,29,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H13N3,seen,28,74,44,15,15,0,39,14,15,0,0,0,0,0
C12H13N3O1,test_ood,29,94,0,0,0,94,0,0,0,88,0,0,0,4
C12H13N3O2,test_ood,30,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H14,test_ood,26,129,0,0,0,129,0,0,0,126,0,0,0,1
C12H14N12O1,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H14N2,test_ood,28,1177,0,0,0,1177,0,0,0,1168,0,0,0,19
C12H14N2O1,seen,29,471,283,94,94,0,275,93,92,0,4,4,3,0
C12H14N2O2,seen,30,4,2,1,1,0,0,0,0,0,0,0,0,0
C12H14N2O8,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14N4,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14N4O5,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H14N8O1,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H14O1,seen,27,126,76,25,25,0,76,25,25,0,0,0,0,0
C12H14O2,seen,28,481,289,96,96,0,285,94,94,0,16,3,5,0
C12H14O3,seen,29,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H15N1,seen,28,2732,1639,547,546,0,1616,537,541,0,19,5,3,0
C12H15N1O1,test_ood,29,746,0,0,0,746,0,0,0,727,0,0,0,26
C12H15N1O2,seen,30,115,69,23,23,0,65,22,22,0,1,0,0,0
C12H15N1O3,seen,31,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H15N3,test_ood,30,366,0,0,0,366,0,0,0,361,0,0,0,16
C12H15N3O1,seen,31,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H16,seen,28,34,20,7,7,0,20,7,7,0,0,0,0,0
C12H16N2,test_ood,30,932,0,0,0,932,0,0,0,912,0,0,0,16
C12H16N2O1,seen,31,282,169,57,56,0,163,56,55,0,0,0,0,0
C12H16N2O2,seen,32,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H16N2O3,seen,33,755,453,151,151,0,427,144,142,0,4,3,3,0
C12H16N2O4,seen,34,1474,884,295,295,0,835,280,279,0,17,7,6,0
C12H16N2O5,test_ood,35,889,0,0,0,889,0,0,0,849,0,0,0,17
C12H16N4,seen,32,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H16N4O1,test_ood,33,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H16N6O3,seen,37,573,344,115,114,0,330,112,111,0,0,0,0,0
C12H16O1,test_ood,29,61,0,0,0,61,0,0,0,61,0,0,0,2
C12H16O2,seen,30,566,340,113,113,0,335,110,112,0,7,4,1,0
C12H16O3,seen,31,96,58,19,19,0,57,18,18,0,0,0,0,0
C12H16O4,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H17N1,seen,30,893,536,179,178,0,534,177,178,0,7,0,4,0
C12H17N1O1,seen,31,882,529,177,176,0,518,172,167,0,8,6,1,0
C12H17N1O2,seen,32,814,488,163,163,0,485,161,163,0,8,5,4,0
C12H17N1O3,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H17N3,test_ood,32,301,0,0,0,301,0,0,0,292,0,0,0,7
C12H17N3O1,test_ood,33,3,0,0,0,3,0,0,0,0,0,0,0,0
C12H17N5,seen,34,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H17N5O4,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H18,test_ood,30,312,0,0,0,312,0,0,0,306,0,0,0,18
C12H18N2,seen,32,833,500,167,166,0,493,165,161,0,6,3,0,0
C12H18N2O1,seen,33,125,75,25,25,0,73,19,22,0,4,1,0,0
C12H18N2O2,test_ood,34,128,0,0,0,128,0,0,0,125,0,0,0,1
C12H18N2O4,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H18N4,seen,34,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H18N4O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H18N8O2,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H18O1,test_ood,31,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H18O2,test_ood,32,442,0,0,0,442,0,0,0,440,0,0,0,7
C12H18O3,seen,33,143,86,29,28,0,84,29,28,0,3,2,2,0
C12H19N1O1,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H19N1O2,test_ood,34,212,0,0,0,212,0,0,0,205,0,0,0,0
C12H19N1O3,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H19N3,seen,34,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H19N3O1,seen,35,132,79,27,26,0,77,26,26,0,1,0,0,0
C12H19N3O7,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H20,test_ood,32,31,0,0,0,31,0,0,0,31,0,0,0,0
C12H20N2,seen,34,771,463,154,154,0,437,150,144,0,22,8,3,0
C12H20N2O1,seen,35,112,67,23,22,0,63,23,22,0,3,0,1,0
C12H20N2O2,seen,36,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H20N4,test_ood,36,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H20N4O3,seen,39,1539,923,308,308,0,875,297,287,0,17,6,6,0
C12H20N4O6,test_ood,42,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H20N6O1,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H20O1,test_ood,33,77,0,0,0,77,0,0,0,77,0,0,0,0
C12H21N1,test_ood,34,126,0,0,0,126,0,0,0,122,0,0,0,4
C12H21N1O2,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H21N3,seen,36,73,44,15,14,0,42,15,13,0,3,2,2,0
C12H21N3O1,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H21N3O2,seen,38,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H21N5O3,seen,41,937,562,188,187,0,534,180,183,0,21,0,9,0
C12H21N7O3,seen,43,1167,700,234,233,0,678,225,224,0,0,0,0,0
C12H22,seen,34,102,61,21,20,0,59,20,19,0,4,0,0,0
C12H22N2,test_ood,36,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H22N2O1,test_ood,37,91,0,0,0,91,0,0,0,88,0,0,0,0
C12H22N4O1,seen,39,95,57,19,19,0,56,18,19,0,2,0,0,0
C12H22O1,test_ood,35,430,0,0,0,430,0,0,0,426,0,0,0,12
C12H22O2,seen,36,90,54,18,18,0,52,17,16,0,0,0,0,0
C12H22O3,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H22O4,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N1O1,seen,37,78,47,16,15,0,47,16,15,0,6,2,1,0
C12H23N1O4,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N3,seen,38,84,50,17,17,0,48,17,17,0,2,0,0,0
C12H23N5O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H23N7O3,seen,45,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H24,seen,36,98,59,20,19,0,59,20,19,0,4,1,0,0
C12H24N2,seen,38,187,112,38,37,0,106,36,32,0,10,2,0,0
C12H24N2O1,test_ood,39,201,0,0,0,201,0,0,0,195,0,0,0,5
C12H24N2O2,test_ood,40,77,0,0,0,77,0,0,0,74,0,0,0,1
C12H24N2O3,test_ood,41,1323,0,0,0,1323,0,0,0,1243,0,0,0,97
C12H24N4,seen,40,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H24O1,test_ood,37,108,0,0,0,108,0,0,0,107,0,0,0,6
C12H24O3,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H24O4,test_ood,40,409,0,0,0,409,0,0,0,407,0,0,0,21
C12H24O6,seen,42,130,78,26,26,0,78,26,26,0,7,0,2,0
C12H25N1,seen,38,75,45,15,15,0,45,15,15,0,3,0,0,0
C12H25N1O1,seen,39,107,64,22,21,0,63,21,21,0,4,0,0,0
C12H25N1O2,seen,40,101,61,20,20,0,61,20,20,0,5,1,1,0
C12H25N1O5,seen,43,121,73,24,24,0,73,24,24,0,3,0,1,0
C12H25N3O1,seen,41,3,2,1,0,0,0,0,0,0,0,0,0,0
C12H25N3O3,seen,43,1139,683,228,228,0,637,209,213,0,14,2,6,0
C12H25N5O3,seen,45,1679,1007,336,336,0,963,319,317,0,47,17,17,0
C12H26,seen,38,1,1,0,0,0,1,0,0,0,0,0,0,0
C12H26N2O1,seen,41,88,53,18,17,0,51,18,17,0,2,0,2,0
C12H26N2O2,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N2O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N4,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H26N4O1,test_ood,43,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H26N4O3,seen,45,362,217,73,72,0,203,70,69,0,19,10,11,0
C12H26N6O3,seen,47,1045,627,209,209,0,603,201,201,0,0,0,0,0
C12H26N8O3,test_ood,49,540,0,0,0,540,0,0,0,520,0,0,0,0
C12H26O3,seen,41,281,169,56,56,0,166,55,55,0,12,4,3,0
C12H26O7,test_ood,45,134,0,0,0,134,0,0,0,129,0,0,0,8
C12H27N1O8,test_ood,48,3,0,0,0,3,0,0,0,0,0,0,0,0
C12H27N3,seen,42,57,34,12,11,0,33,12,11,0,0,0,0,0
C12H27N3O1,seen,43,4,2,1,1,0,0,0,0,0,0,0,0,0
C12H27N3O2,test_ood,44,2,0,0,0,2,0,0,0,0,0,0,0,0
C12H27N3O3,test_ood,45,110,0,0,0,110,0,0,0,109,0,0,0,3
C12H27N5,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H28N4,seen,44,111,67,22,22,0,23,9,5,0,1,1,1,0
C12H28N4O1,test_ood,45,105,0,0,0,105,0,0,0,105,0,0,0,0
C12H28O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H29N1O4,seen,46,2,1,1,0,0,0,0,0,0,0,0,0,0
C12H29N5O1,test_ood,47,124,0,0,0,124,0,0,0,121,0,0,0,9
C12H30N6O2,test_ood,50,1,0,0,0,1,0,0,0,0,0,0,0,0
C12H31N5O2,seen,50,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H6,test_ood,18,3,0,0,0,3,0,0,0,3,0,0,0,0
C12H8,test_ood,20,254,0,0,0,254,0,0,0,249,0,0,0,20
C12H8N2,test_ood,22,112,0,0,0,112,0,0,0,112,0,0,0,2
C12H8N2O1,seen,23,1,1,0,0,0,0,0,0,0,0,0,0,0
C12H8O1,seen,21,410,246,82,82,0,245,82,82,0,6,2,3,0
C12H8O2,test_ood,22,117,0,0,0,117,0,0,0,117,0,0,0,0
C12H9N1,test_ood,22,113,0,0,0,113,0,0,0,110,0,0,0,3
C12H9N1O1,seen,23,1065,639,213,213,0,632,212,211,0,21,4,6,0
C12H9N1O2,test_ood,24,140,0,0,0,140,0,0,0,139,0,0,0,6
C12H9N3,test_ood,24,398,0,0,0,398,0,0,0,391,0,0,0,7
C13H10,seen,23,240,144,48,48,0,142,48,47,0,0,0,0,0
C13H10N2,seen,25,267,160,54,53,0,157,53,53,0,4,1,0,0
C13H10O1,seen,24,253,152,51,50,0,149,51,49,0,0,0,0,0
C13H10O2,seen,25,116,70,23,23,0,70,23,23,0,3,0,0,0
C13H11N1,seen,25,370,222,74,74,0,220,73,72,0,11,4,2,0
C13H11N1O2,seen,27,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H12N2O1,test_ood,28,3,0,0,0,3,0,0,0,0,0,0,0,0
C13H12O1,test_ood,26,293,0,0,0,293,0,0,0,289,0,0,0,1
C13H12O2,test_ood,27,210,0,0,0,210,0,0,0,205,0,0,0,0
C13H13N1,test_ood,27,813,0,0,0,813,0,0,0,805,0,0,0,10
C13H13N1O1,seen,28,222,133,45,44,0,131,42,43,0,1,0,3,0
C13H13N1O2,test_ood,29,125,0,0,0,125,0,0,0,123,0,0,0,5
C13H13N1O3,test_ood,30,2,0,0,0,2,0,0,0,0,0,0,0,0
C13H13N3,seen,29,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H14N2,seen,29,326,196,65,65,0,194,65,65,0,4,2,0,0
C13H14N2O1,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H14N2O6,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H14O1,seen,28,106,64,21,21,0,63,21,19,0,1,0,0,0
C13H14O2,test_ood,29,119,0,0,0,119,0,0,0,115,0,0,0,0
C13H15N1,test_ood,29,791,0,0,0,791,0,0,0,777,0,0,0,14
C13H15N1O1,seen,30,460,276,92,92,0,275,92,92,0,2,1,2,0
C13H15N3,seen,31,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H15N3O3,test_ood,34,983,0,0,0,983,0,0,0,943,0,0,0,28
C13H15N3O6,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H15N5O5,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H16N2,seen,31,355,213,71,71,0,206,70,68,0,4,1,0,0
C13H16N2O1,seen,32,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H16N2O5,seen,36,923,554,185,184,0,526,178,179,0,9,5,10,0
C13H16N2O6,seen,37,930,558,186,186,0,535,179,176,0,0,0,0,0
C13H16N4O5,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H16O1,test_ood,30,104,0,0,0,104,0,0,0,104,0,0,0,2
C13H16O2,test_ood,31,3,0,0,0,3,0,0,0,0,0,0,0,0
C13H17N1,test_ood,31,2436,0,0,0,2436,0,0,0,2382,0,0,0,19
C13H17N1O1,test_ood,32,552,0,0,0,552,0,0,0,548,0,0,0,5
C13H17N1O2,seen,33,4,2,1,1,0,0,0,0,0,0,0,0,0
C13H17N1O3,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H17N3,test_ood,33,114,0,0,0,114,0,0,0,107,0,0,0,0
C13H17N3O1,seen,34,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H17N3O4,seen,37,864,518,173,173,0,399,137,136,0,12,7,1,0
C13H17N3O5,test_ood,38,826,0,0,0,826,0,0,0,786,0,0,0,0
C13H17N7O1,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H18N2,seen,33,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H18N2O1,seen,34,4,2,1,1,0,0,0,0,0,0,0,0,0
C13H18N2O4,seen,37,959,575,192,192,0,554,183,182,0,19,7,2,0
C13H18N2O5,test_ood,38,822,0,0,0,822,0,0,0,782,0,0,0,19
C13H18N4,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H18N8O2,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H18O2,seen,33,185,111,37,37,0,108,37,36,0,0,1,1,0
C13H19N1,seen,33,616,370,123,123,0,367,121,120,0,1,1,1,0
C13H19N1O1,seen,34,317,190,64,63,0,186,62,60,0,0,0,0,0
C13H19N1O3,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H19N3,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H19N3O1,test_ood,36,2,0,0,0,2,0,0,0,0,0,0,0,0
C13H20N2,test_ood,35,335,0,0,0,335,0,0,0,325,0,0,0,5
C13H20N2O1,seen,36,95,57,19,19,0,55,18,19,0,1,0,1,0
C13H20N2O2,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H20O1,test_ood,34,67,0,0,0,67,0,0,0,66,0,0,0,2
C13H20O2,seen,35,384,230,77,77,0,230,77,76,0,1,0,0,0
C13H21N1O1,seen,36,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N1O2,test_ood,37,301,0,0,0,301,0,0,0,296,0,0,0,7
C13H21N1O3,test_ood,38,129,0,0,0,129,0,0,0,128,0,0,0,0
C13H21N1O4,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H21N3,seen,37,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N3O1,seen,38,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H21N3O6,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H21N9O1,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H22,test_ood,35,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H22N2O1,test_ood,38,113,0,0,0,113,0,0,0,111,0,0,0,0
C13H22N2O4,seen,41,2,1,1,0,0,0,0,0,0,0,0,0,0
C13H23N1O1,seen,38,117,70,24,23,0,66,24,23,0,3,0,1,0
C13H23N3,seen,39,74,44,15,15,0,43,15,15,0,3,1,1,0
C13H24N2,test_ood,39,3,0,0,0,3,0,0,0,0,0,0,0,0
C13H24N2O1,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H24N2O2,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H24N2O4,test_ood,43,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H24N4,test_ood,41,2,0,0,0,2,0,0,0,0,0,0,0,0
C13H24O1,test_ood,38,124,0,0,0,124,0,0,0,120,0,0,0,7
C13H24O2,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H25N1,seen,39,97,58,20,19,0,55,20,19,0,0,1,0,0
C13H25N3,test_ood,41,129,0,0,0,129,0,0,0,128,0,0,0,8
C13H25N3O1,test_ood,42,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H26N4,test_ood,43,1,0,0,0,1,0,0,0,0,0,0,0,0
C13H26O1,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H26O2,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H27N1O1,seen,42,84,50,17,17,0,50,16,17,0,3,0,2,0
C13H27N3O1,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H28N2,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H28N2O1,seen,44,115,69,23,23,0,69,23,23,0,3,0,0,0
C13H30O4,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C13H9N1,seen,23,112,67,23,22,0,64,23,22,0,0,0,0,0
C14H10,seen,24,112,67,23,22,0,66,23,21,0,5,0,1,0
C14H11N1,seen,26,605,363,121,121,0,358,121,120,0,7,4,5,0
C14H11N3,test_ood,28,2,0,0,0,2,0,0,0,0,0,0,0,0
C14H12,test_ood,26,107,0,0,0,107,0,0,0,107,0,0,0,2
C14H12N2,seen,28,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H12O2,test_ood,28,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H13N1,seen,28,116,70,23,23,0,69,23,22,0,1,1,0,0
C14H13N1O1,test_ood,29,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H13N1O2,seen,30,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H14N2,seen,30,5,3,1,1,0,0,0,0,0,0,0,0,0
C14H14N6O3,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H14O2,test_ood,30,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H15N1,seen,30,115,69,23,23,0,68,23,23,0,0,0,0,0
C14H16N2O1,seen,33,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16N2O5,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16N4O1,seen,35,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H16O1,seen,31,46,28,9,9,0,27,9,8,0,1,0,1,0
C14H17N1,test_ood,32,219,0,0,0,219,0,0,0,217,0,0,0,2
C14H17N1O1,test_ood,33,332,0,0,0,332,0,0,0,332,0,0,0,4
C14H17N1O2,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H17N3,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H17N3O3,test_ood,37,1023,0,0,0,1023,0,0,0,983,0,0,0,14
C14H17N3O4,seen,38,1016,610,203,203,0,588,197,191,0,0,0,0,0
C14H17N3O7,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H17N7O3,test_ood,41,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H18N2,test_ood,34,120,0,0,0,120,0,0,0,115,0,0,0,1
C14H18N2O3,seen,37,808,485,162,161,0,459,158,151,0,8,5,1,0
C14H18N2O4,seen,38,930,558,186,186,0,536,176,178,0,7,1,5,0
C14H18N2O5,seen,39,915,549,183,183,0,525,175,175,0,0,0,0,0
C14H18N2O6,test_ood,40,919,0,0,0,919,0,0,0,879,0,0,0,0
C14H19N1,test_ood,34,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H19N1O1,test_ood,35,3,0,0,0,3,0,0,0,0,0,0,0,0
C14H19N3,seen,36,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H19N3O4,seen,40,856,514,171,171,0,494,156,166,0,0,0,0,0
C14H19N3O5,test_ood,41,933,0,0,0,933,0,0,0,893,0,0,0,0
C14H19N3O6,seen,42,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20,seen,34,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20N2,test_ood,36,111,0,0,0,111,0,0,0,49,0,0,0,0
C14H20N2O1,seen,37,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H20N2O3,test_ood,39,777,0,0,0,777,0,0,0,737,0,0,0,14
C14H20N2O4,test_ood,40,756,0,0,0,756,0,0,0,716,0,0,0,10
C14H20N4O6,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H21N1,seen,36,145,87,29,29,0,82,28,29,0,0,0,0,0
C14H21N1O1,test_ood,37,1,0,0,0,1,0,0,0,0,0,0,0,0
